dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,0,65.5868,625.913,4.33362,1.04646,697.072,696.88
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,1,63.5253,508.737,4.28036,0.742368,577.404,577.286
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,2,59.785,502.885,4.23796,0.7352,566.537,567.643
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,3,63.4683,487.45,4.26163,0.744448,556.038,555.924
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,4,59.591,500.572,4.22666,0.730112,555.968,565.12
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,5,59.8676,537.005,4.24747,0.736256,598.656,601.856
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,6,59.6164,501.069,4.22782,0.728032,551.276,565.641
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,7,63.6015,489.349,4.27231,0.736224,558.088,557.959
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,8,63.932,489.991,4.24394,0.743392,559.023,558.91
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,9,63.8482,500.052,4.25597,0.742336,569.022,568.899
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,10,63.5743,482.733,4.25906,0.742336,551.425,551.309
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,11,59.8711,508.422,4.22914,0.728032,572.918,573.25
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,12,59.8662,550.154,4.22659,0.72912,612.551,614.976
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,13,63.5475,500.362,4.25062,0.729024,569.003,568.889
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,14,60.0143,537.579,4.22976,0.733184,595.809,602.557
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,15,59.5697,496.593,4.22076,0.72704,559.633,561.11
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,16,59.7673,502.585,4.22113,0.728,560.329,567.301
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,17,60.234,487.158,4.22345,0.728032,548.36,552.343
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,18,64.2829,484.887,4.2438,0.727008,554.251,554.141
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,19,63.4642,499.174,4.28138,0.751616,567.807,567.671
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,20,60.1224,490.406,4.22778,0.728032,546.002,555.484
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,21,59.4884,515.014,4.22971,0.728064,569.537,579.46
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,22,60.1729,506.544,4.22976,0.728032,569.007,571.675
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,23,59.9048,517.567,4.22823,0.73008,579.581,582.43
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,24,60.0228,491.881,4.22646,0.729056,552.012,556.86
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,25,59.921,527.388,4.24827,0.736192,588.216,592.293
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,26,59.7408,499.543,4.27744,0.732128,561.843,564.294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,27,59.6209,493.769,4.22432,0.729056,557.35,558.344
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,28,60.2269,530.914,4.23301,0.73008,591.217,596.104
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,29,59.8686,510.096,4.22334,0.730112,573.259,574.918
