dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,0,0.77184,1099.97,4.91768,2.51597,1105.99,1108.17
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,1,0.7208,1039.75,4.81746,1.92717,1043.97,1047.21
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,2,0.735296,1030.88,4.88441,1.93229,1036.06,1038.43
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,3,0.724896,1003.38,4.40808,1.78784,1008.43,1010.3
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,4,0.732032,1018.86,4.47024,1.81139,1023.94,1025.87
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,5,0.726752,1054.51,4.40661,1.78474,1058.43,1061.43
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,6,0.701888,1036.43,4.39222,1.78477,1039.93,1043.31
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,7,0.704128,1015.68,4.38649,1.78474,1021.09,1022.56
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,8,0.725184,1042.17,4.83557,1.91386,1049.27,1049.65
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,9,0.7256,1045.21,4.45826,1.79814,1050.41,1052.19
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,10,0.724416,1032.31,4.406,1.78483,1038.83,1039.23
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,11,0.71024,1038.94,4.3881,1.7889,1043.7,1045.83
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,12,0.70432,1042.54,4.39876,1.78176,1047.32,1049.43
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,13,0.732256,1026.36,4.41261,1.79091,1032.78,1033.3
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,14,0.72528,1002.04,4.38987,1.78374,1006.67,1008.94
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,15,0.703136,1024.06,4.40996,1.7817,1029.77,1030.96
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,16,0.738304,1001.54,4.41338,1.78272,1006.41,1008.47
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,17,0.701088,1017.3,4.47336,1.80934,1023.48,1024.29
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,18,0.7248,1036.13,4.40545,1.7848,1041.71,1043.04
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,19,0.729696,1028.33,4.39495,1.79293,1032.54,1035.25
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,20,0.70256,1014.37,4.41666,1.78474,1020.42,1021.28
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,21,0.723456,1012.34,4.40214,1.78371,1017.2,1019.25
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,22,0.70368,1019.31,4.3966,1.78374,1023.94,1026.2
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,23,0.713024,1010.1,4.40282,1.78883,1015.06,1017.01
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,24,0.710944,1006.63,4.47656,1.81546,1010.74,1013.63
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,25,0.725536,1014.81,4.51434,1.78272,1021.97,1021.83
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,26,0.70384,1013.34,4.4131,1.78477,1018.07,1020.25
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,27,0.724224,1045.07,4.39996,1.78477,1050.55,1051.98
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,28,0.703168,1013.42,4.37889,1.78579,1018.15,1020.29
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,29,0.70192,1027.02,4.41501,1.78784,1033.25,1033.93
