dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,0,6.07331,10.5429,59.5087,14.591,90.8515,90.7159
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,1,5.68435,10.5363,59.0492,14.3473,89.7573,89.6171
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,2,5.68077,10.5366,59.873,14.3309,90.5625,90.4213
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,3,5.68038,10.5344,59.7288,14.3217,90.4057,90.2653
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,4,5.66835,10.5349,58.8473,14.3616,89.5557,89.4122
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,5,5.69859,10.5406,59.9355,14.3022,90.6191,90.477
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,6,5.68925,10.5351,59.6766,14.3473,90.3893,90.2482
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,7,5.67206,10.5404,60.4992,14.3514,91.2108,91.063
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,8,5.68294,10.5352,58.9203,14.3104,89.5918,89.4488
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,9,5.68608,10.531,59.6804,14.3565,90.3952,90.254
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,10,5.66205,10.5378,60.1373,14.3309,90.8136,90.6681
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,11,5.66467,10.5356,59.3726,14.3278,90.0361,89.9006
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,12,5.67094,10.5471,60.8055,14.3073,91.4777,91.3309
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,13,5.66941,10.5373,58.7961,14.3729,89.5172,89.3756
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,14,5.66992,10.5385,58.9422,14.3954,89.6886,89.546
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,15,5.68355,10.5353,59.7242,14.3258,90.4137,90.2688
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,16,5.67818,10.5353,58.8515,14.3155,89.5238,89.3805
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,17,5.6736,10.533,58.6016,14.3084,89.2564,89.1166
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,18,5.67866,10.5403,58.6188,14.3114,89.2949,89.1492
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,19,5.67491,10.54,59.5305,14.3585,90.2449,90.104
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,20,5.68416,10.5413,59.5887,14.3514,90.3107,90.1655
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,21,5.69107,10.538,58.8428,14.3657,89.583,89.4376
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,22,5.68538,10.5341,58.7441,14.3268,89.4328,89.2904
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,23,5.66013,10.531,58.8092,14.3872,89.5267,89.3875
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,24,5.65331,10.5347,58.9645,14.3432,89.6387,89.4957
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,25,5.67827,10.5397,59.4818,14.3483,90.1883,90.0481
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,26,5.69043,10.5343,58.8558,14.334,89.5563,89.4145
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,27,5.68378,10.5484,58.797,14.3442,89.5136,89.3734
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,28,5.67408,10.5362,59.3837,14.3596,90.0935,89.9535
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,29,5.67808,10.5399,59.2321,14.3452,89.9393,89.7953
