dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,0,119.196,23.278,8.39591,3.83488,150.589,154.705
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,1,116.932,14.8959,8.43387,3.59629,140.931,143.858
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,2,117.706,14.5061,8.3899,3.61062,140.227,144.212
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,3,117.749,14.1917,8.38918,3.60346,140.564,143.933
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,4,117.919,14.1568,8.39743,3.60243,140.202,144.076
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,5,117.415,14.154,8.3552,3.58502,139.736,143.51
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,6,117.61,14.3306,8.48835,3.60243,140.698,144.032
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,7,118.104,14.2963,8.41504,3.59731,140.095,144.413
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,8,117.762,14.3468,8.43299,3.59834,140.183,144.14
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,9,117.781,14.2891,8.39741,3.59629,139.824,144.064
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,10,117.369,14.3243,8.44157,3.61779,140.501,143.753
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,11,117.754,14.2725,8.41921,3.59731,140.708,144.043
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,12,116.75,14.4386,8.45872,3.62291,140.386,143.271
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,13,117.491,14.1404,8.46821,3.60141,139.535,143.701
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,14,116.97,14.2946,8.48115,3.60141,139.595,143.347
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,15,117.382,14.305,8.44888,3.60448,139.62,143.74
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,16,117.325,14.1574,8.41708,3.60346,139.568,143.503
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,17,117.314,14.3623,8.40174,3.6137,139.494,143.691
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,18,116.881,14.2897,8.42511,3.58912,139.482,143.185
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,19,117.259,14.3026,8.43116,3.61062,140.09,143.604
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,20,116.341,14.7503,8.42943,3.60346,140.429,143.124
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,21,117.372,14.1313,8.48141,3.59731,139.567,143.582
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,22,117.645,14.1184,8.50989,3.57683,139.724,143.85
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,23,117.381,14.2494,8.43018,3.60653,139.625,143.667
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,24,117.277,14.2494,8.43903,3.61472,139.514,143.58
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,25,117.234,14.2511,8.45916,3.60858,140.296,143.553
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,26,117.309,14.2618,8.42804,3.61779,139.669,143.617
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,27,117.737,14.3058,8.37862,3.60243,140.341,144.024
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,28,117.001,14.4085,8.44374,3.61882,140.534,143.472
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,29,117.601,14.3323,8.38438,3.59731,139.72,143.915
