dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,0,88.9075,0,2463.15,2.80778,2555.11,2554.87
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,1,85.8981,0,1771.53,2.27942,1859.3,1859.71
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,2,86.773,0,1750.67,2.25171,1838.23,1839.69
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,3,85.965,0,1732.89,2.26195,1820.02,1821.11
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,4,86.5874,0,1746.4,2.25987,1833.97,1835.24
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,5,86.1819,0,1728.25,2.25798,1815.39,1816.69
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,6,85.9898,0,1724.41,2.26506,1812.03,1812.66
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,7,84.8911,0,1759.42,2.2681,1846.02,1846.58
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,8,85.398,0,1791.86,2.25891,1878.4,1879.52
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,9,85.9515,0,1752.44,2.25379,1839.89,1840.65
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,10,84.7671,0,1724.1,2.26195,1810.53,1811.13
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,11,86.2038,0,1744.62,2.24966,1833.19,1833.07
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,12,86.5658,0,1722.63,2.24659,1810.02,1811.44
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,13,85.2183,0,1765.67,2.2527,1852.5,1853.14
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,14,85.9232,0,1745.11,2.2681,1832.13,1833.3
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,15,85.1931,0,1721.61,2.24557,1808.18,1809.05
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,16,84.7845,0,1715.13,2.24963,1802.25,1802.16
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,17,85.793,0,1731.88,2.25069,1818.59,1819.93
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,18,85.0671,0,1715.89,2.24861,1802.65,1803.2
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,19,85.1525,0,1751.99,2.2712,1838.69,1839.41
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,20,84.824,0,1757.34,2.26093,1843.84,1844.42
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,21,84.7822,0,1750.14,2.25382,1837.02,1837.17
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,22,85.8001,0,1747.25,2.25997,1834.25,1835.31
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,23,85.5505,0,1721.97,2.25069,1808.58,1809.77
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,24,84.8637,0,1769.7,2.26298,1856.91,1856.82
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,25,85.0372,0,1717.11,2.25072,1803.62,1804.4
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,26,84.9101,0,1731.68,2.27117,1818.14,1818.86
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,27,85.0811,0,1714.57,2.24861,1801.34,1801.9
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,28,84.7849,0,1769.55,2.25379,1855.83,1856.59
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,29,85.877,0,1716.29,2.24659,1803.3,1804.41
