dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,0,74.9573,1382.34,3.89863,2.06131,1338.45,1463.26
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,1,75.5321,1326.06,3.89445,1.72851,1315.77,1407.22
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,2,74.4956,1302.89,3.87316,1.73363,1332.54,1383
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,3,74.8264,1296.57,3.87312,1.73466,1313.93,1377.01
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,4,75.0438,1304.38,3.87705,1.76333,1337.6,1385.06
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,5,76.1475,1306.57,3.86767,1.82784,1305.6,1388.41
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,6,75.8593,1309.8,3.8682,1.74797,1332.75,1391.27
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,7,74.6096,1310.66,3.87424,1.73875,1336.94,1390.89
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,8,75.3639,1296.52,3.8786,1.81555,1298.93,1377.57
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,9,75.0753,1288.17,3.86869,1.64045,1318.64,1368.75
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,10,75.6777,1310.92,3.8628,1.76333,1316.88,1392.22
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,11,74.4265,1277.25,3.89256,1.65069,1307.66,1357.22
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,12,75.1774,1287.37,3.87163,1.64864,1293.26,1368.07
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,13,75.2559,1301.06,3.85738,1.80429,1296.54,1381.98
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,14,75.309,1282.28,3.86334,1.64147,1295,1363.09
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,15,74.1996,1289.89,3.86136,1.72544,1296.85,1369.68
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,16,75.7171,1323.71,3.86775,1.68038,1313.36,1404.97
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,17,74.1476,1277.85,3.89419,1.63123,1296.47,1357.52
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,18,74.7232,1277.71,3.89524,1.65888,1295.05,1357.99
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,19,74.0706,1271.79,3.86106,1.66298,1283.81,1351.38
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,20,75.276,1277.84,3.85765,1.83091,1294.64,1358.81
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,21,74.6924,1272.81,3.8696,1.75616,1283.69,1353.13
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,22,75.3925,1277.03,3.86936,1.66298,1288.49,1357.95
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,23,75.3451,1281.47,3.86166,1.82886,1283.03,1362.51
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,24,73.9749,1288.27,3.86231,1.75104,1298.02,1367.86
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,25,74.829,1299.19,3.87524,1.76333,1316.1,1379.66
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,26,76.7416,1279.3,3.86487,1.7111,1291.24,1361.62
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,27,75.6786,1285.48,3.86164,1.8473,1304.11,1366.87
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,28,74.8901,1298.51,3.86986,1.75309,1319.53,1379.03
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,29,75.7261,1320.39,3.87281,1.77254,1295.39,1401.76
