dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,1.37888,20.7279,4.14616,1.0793,27.4984,27.3322
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,0.870848,11.4616,4.13172,0.955392,17.4403,17.4195
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,0.882496,11.4743,4.11448,0.95744,17.4029,17.4287
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,0.864672,11.4774,4.11378,0.948224,17.3859,17.4041
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,0.871648,11.4697,4.10383,0.953344,17.3835,17.3985
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,0.878432,11.4757,4.10535,0.95232,17.4016,17.4118
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,0.87312,11.4797,4.10546,0.950272,17.3908,17.4086
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,0.87952,11.4619,4.10586,0.95232,17.3912,17.3996
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,0.878688,11.4567,4.10963,0.94208,17.3858,17.3871
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,0.883072,11.4498,4.10596,0.954368,17.3802,17.3932
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,0.88208,11.4487,4.11556,0.953344,17.4104,17.3997
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,0.878784,11.4604,4.10438,0.9472,17.3796,17.3908
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,0.87648,11.4495,4.10488,0.954368,17.3783,17.3852
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,0.87728,11.439,4.11167,0.950272,17.3915,17.3782
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,0.88624,11.4488,4.107,0.954368,17.3843,17.3964
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,0.880064,11.4461,4.10568,0.949248,17.3982,17.3811
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,0.879264,11.4664,4.1106,0.953344,17.3717,17.4096
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,0.879104,11.4546,4.10479,0.949248,17.3732,17.3877
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,0.875584,11.4595,4.11181,0.948224,17.4007,17.3952
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,0.877408,11.461,4.10497,0.959488,17.3961,17.4029
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,0.872928,11.464,4.11179,0.953344,17.4212,17.402
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,0.87952,11.4456,4.11479,0.954368,17.3911,17.3943
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,0.878688,11.4434,4.10975,0.95232,17.3747,17.3841
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,0.881792,11.4612,4.10286,0.953344,17.3637,17.3992
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,0.871488,11.4399,4.10279,0.95232,17.3812,17.3665
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,0.891136,11.4951,4.13517,0.96256,17.3963,17.484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,0.876288,11.4617,4.10711,0.955392,17.3962,17.4005
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,0.881632,11.4478,4.10379,0.95232,17.3828,17.3856
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,0.887328,11.4506,4.11109,0.950272,17.3613,17.3993
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,0.884,11.4446,4.10127,0.95232,17.3794,17.3822
