dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,0,60.6892,18.3692,5.35353,2.13504,84.5847,86.5469
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,1,59.3082,9.88352,5.2689,1.93536,74.7847,76.3959
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,2,58.8616,10.0451,5.30015,1.93434,74.8643,76.1412
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,3,59.5583,9.83886,5.29704,1.91181,74.7831,76.606
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,4,59.0136,9.99062,5.31344,1.92512,75.0147,76.2427
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,5,59.2172,9.86371,5.31651,1.92717,74.8263,76.3246
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,6,59.5993,9.86282,5.32429,1.93024,75.4292,76.7166
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,7,58.7109,10.1362,5.26818,1.90464,74.7722,76.0199
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,8,59.1242,9.85785,5.31208,1.92922,74.7111,76.2233
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,9,58.5475,10.1112,5.2723,1.92819,74.7173,75.8591
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,10,59.1008,9.87235,5.31805,1.93946,74.6866,76.2307
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,11,58.9116,9.84452,5.29511,1.92614,74.342,75.9774
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,12,59.3051,9.82591,5.30463,1.91898,74.7988,76.3546
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,13,59.2184,9.7765,5.31188,1.92512,74.4673,76.2319
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,14,59.3537,9.74559,5.32674,1.93946,74.5731,76.3655
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,15,59.4564,9.82545,5.30665,1.92717,74.7227,76.5157
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,16,58.7843,9.89873,5.36582,1.93331,74.1648,75.9822
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,17,59.5192,9.86991,5.30868,1.92614,75.2975,76.624
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,18,59.0398,9.80691,5.31693,1.93229,74.4435,76.0959
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,19,59.3119,9.7928,5.30229,1.93638,74.5466,76.3433
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,20,59.4329,9.78716,5.28904,1.93638,74.653,76.4454
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,21,59.2459,9.9349,5.30356,1.92614,74.8526,76.4105
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,22,59.2237,9.77333,5.33283,1.91693,74.4499,76.2468
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,23,59.1364,10.0456,5.28466,1.92717,75.0691,76.3939
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,24,59.4269,9.79042,5.30562,1.91898,74.5854,76.442
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,25,59.6989,9.74748,5.31757,1.93434,74.8834,76.6983
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,26,59.1324,9.75223,5.33378,1.93331,74.3834,76.1517
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,27,59.2445,9.88774,5.29064,1.93434,74.8615,76.3573
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,28,59.0815,9.81531,5.31059,1.9241,74.4989,76.1315
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,29,59.3373,9.82797,5.29972,1.9159,74.6482,76.3809
