dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,0,126.313,0,6772.28,2.26304,6901.1,6900.86
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,1,126.131,0,4378.52,1.40592,4500.1,4506.05
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,2,127.223,0,4377.71,1.41824,4501.39,4506.35
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,3,125.693,0,4357.03,1.41005,4484.24,4484.14
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,4,125.29,0,4341.1,1.41107,4467.93,4467.8
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,5,127.264,0,4369.92,1.40595,4489.49,4498.59
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,6,126.05,0,4354.19,1.40598,4475.61,4481.64
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,7,126.014,0,4352.01,1.40902,4474.81,4479.44
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,8,125.92,0,4350.51,1.40493,4475.11,4477.84
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,9,125.388,0,4650.58,1.4121,4725.88,4777.38
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,10,126.026,0,4347.75,1.4121,4471.33,4475.18
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,11,125.579,0,4339.75,1.41005,4466.42,4466.74
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,12,125.547,0,4361.15,1.40493,4488.21,4488.11
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,13,125.898,0,4340.63,1.408,4463.33,4467.94
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,14,125.972,0,4343.72,1.41517,4470.89,4471.11
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,15,125.559,0,4334.98,1.40493,4457.39,4461.95
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,16,125.101,0,4333.27,1.40698,4457.65,4459.78
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,17,125.951,0,4382.87,1.40698,4510.06,4510.23
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,18,126.897,0,4414.26,1.40698,4540.01,4542.56
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,19,125.697,0,4352.63,1.40493,4472.78,4479.74
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,20,126.655,0,4353.27,1.41722,4481.47,4481.34
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,21,125.177,0,4337.56,1.41005,4461.96,4464.15
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,22,125.676,0,4642.02,1.40698,4707.51,4769.1
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,23,127.141,0,4435.69,1.40797,4558.23,4564.24
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,24,125.221,0,4420.95,1.40595,4547.21,4547.57
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,25,125.086,0,4362.77,1.40698,4483.66,4489.26
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,26,125.795,0,4349.07,1.4039,4476.38,4476.27
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,27,126.462,0,4352.66,1.40698,4480.64,4480.53
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,28,125.293,0,4342.36,1.41619,4467.74,4469.07
3,double,uniform,CPU,"D | D | D | D | D | D",4,512,29,125.568,0,4646.95,1.408,4708.55,4773.92
