dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,0,0.538336,827.501,4.62543,1.9783,834.834,834.643
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,1,0.494624,794.908,4.6189,1.30662,800.979,801.328
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,2,0.500704,779.418,4.68603,1.33018,786.088,785.935
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,3,0.500576,776.598,4.63884,1.32202,783.199,783.06
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,4,0.51488,794.245,4.67809,1.34141,795.259,800.78
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,5,0.491424,804.753,4.58617,1.39264,807.045,811.223
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,6,0.491968,788.36,4.53403,1.37523,788.574,794.761
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,7,0.513056,780.604,4.68313,1.35469,787.321,787.155
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,8,0.495392,776.744,4.5971,1.30659,781.798,783.143
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,9,0.495936,776.279,4.6199,1.29939,781.748,782.695
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,10,0.491296,759.434,4.57693,1.38547,765.279,765.888
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,11,0.50192,784.457,4.69001,1.32195,791.118,790.971
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,12,0.501024,810.832,4.6787,1.32403,817.47,817.335
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,13,0.502144,769.109,4.5785,1.32394,773.75,775.513
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,14,0.499744,776.883,4.64437,1.31786,783.483,783.345
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,15,0.500768,770.235,4.65125,1.32096,776.845,776.708
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,16,0.492224,769.748,4.56691,1.38138,775.713,776.188
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,17,0.511136,793.045,4.66602,1.33219,799.707,799.555
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,18,0.499392,765.924,4.69943,1.33523,772.598,772.458
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,19,0.50064,794.404,4.59247,1.32397,797.019,800.822
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,20,0.495744,773.742,4.60082,1.39674,780.273,780.236
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,21,0.494976,778.244,4.58101,1.39162,784.218,784.712
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,22,0.500544,788.642,4.64849,1.32602,795.259,795.117
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,23,0.495168,777.772,4.57536,1.3025,783.478,784.145
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,24,0.49888,771.558,4.59974,1.32707,776.782,777.984
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,25,0.500192,772.503,4.56169,1.32909,773.521,778.894
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,26,0.50112,796.554,4.65088,1.32506,803.17,803.031
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,27,0.510112,798.511,4.60765,1.38445,801.739,805.013
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,28,0.494176,795.354,4.56933,1.3865,799.891,801.804
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,29,0.49568,773.251,4.62682,1.38035,778.37,779.754
