dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,0,2.0241,22.2132,12.0613,3.96288,40.3812,40.2615
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,1,1.60749,16.1372,12.0137,3.75194,33.5945,33.5103
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,2,1.61722,16.0527,12.0582,3.74989,33.5571,33.478
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,3,1.59962,16.0066,12.0559,3.74579,33.4943,33.4079
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,4,1.61254,16.0101,12.1063,3.75501,33.5698,33.484
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,5,1.60138,16.0185,12.1254,3.74784,33.5788,33.493
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,6,1.60691,16.0148,12.0868,3.74784,33.5348,33.4563
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,7,1.60762,16.0154,12.135,3.74886,33.5905,33.5069
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,8,1.60966,16.009,12.0962,3.76013,33.5452,33.475
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,9,1.60656,16.03,12.0528,3.74374,33.4946,33.4331
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,10,1.6127,16.0029,12.0863,3.76218,33.5487,33.4641
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,11,1.60886,16.0196,12.0805,3.75194,33.5395,33.461
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,12,1.6041,16.0545,11.9669,3.75603,33.4648,33.3815
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,13,1.61318,16.0249,12.1159,3.73862,33.5563,33.4926
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,14,1.61232,16.2073,12.0852,3.74682,33.5594,33.6517
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,15,1.6065,16.0314,12.0475,3.74374,33.5083,33.4291
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,16,1.62381,16.0259,12.0808,3.74477,33.5454,33.4753
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,17,1.60483,16.0117,12.1267,3.74784,33.5755,33.4911
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,18,1.60893,16.0174,12.1326,3.75296,33.5982,33.5118
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,19,1.60176,16.0111,12.0885,3.74886,33.5337,33.4502
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,20,1.60966,16.0116,11.9896,3.74989,33.4463,33.3607
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,21,1.60928,16.01,12.0984,3.75706,33.5595,33.4747
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,22,1.6001,16.0317,12.0773,3.76013,33.5517,33.4692
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,23,1.59514,16.007,12.0844,3.75296,33.5229,33.4395
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,24,1.60867,16.0264,12.08,3.75194,33.5477,33.467
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,25,1.60448,16.0028,12.1095,3.74784,33.5506,33.4646
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,26,1.60883,16.0683,12.0087,3.75808,33.5313,33.4439
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,27,1.59606,16.0096,12.0684,3.75296,33.5036,33.427
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,28,1.60528,16.0397,12.0173,3.74989,33.4935,33.4121
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,29,1.60704,16.0704,12.0165,3.75706,33.5365,33.451
