dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,0,33.9168,619.116,2.46498,1.25536,649.534,656.753
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,1,30.1575,503.952,2.41421,0.886784,537.325,537.411
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,2,29.9231,496.229,2.38928,0.881664,514.239,529.423
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,3,30.151,502.12,2.40255,0.886784,530.003,535.56
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,4,31.8773,527.15,2.39493,0.885664,550.55,562.308
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,5,29.6923,481.975,2.40409,0.96256,506.049,515.034
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,6,31.8962,480.595,2.47837,0.901056,511.946,515.871
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,7,29.8772,500.685,2.38426,0.883712,529.595,533.831
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,8,29.7099,500.474,2.41659,0.96256,524.672,533.564
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,9,32.1771,490.931,2.47924,0.904128,525.083,526.491
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,10,32.4339,477.684,2.45555,0.901056,513.591,513.475
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,11,29.9498,491.136,2.38236,0.876512,521.242,524.345
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,12,30.5116,478.055,2.39882,0.87648,504.767,511.842
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,13,29.6514,470.904,2.41949,0.963584,498.94,503.938
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,14,30.1032,568.447,2.40295,0.879616,577.46,601.833
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,15,32.2888,486.959,2.38812,0.878496,504.471,522.514
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,16,30.6491,493.205,2.41365,0.899072,524.401,527.167
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,17,32.3729,474.318,2.39933,0.878592,510.097,509.968
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,18,32.3885,468.5,2.45498,0.9,500.336,504.243
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,19,30.5272,470.355,2.39682,0.879584,490.183,504.158
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,20,30.4431,471.34,2.42106,0.893888,502.331,505.098
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,21,30.7361,473.052,2.39589,0.875456,503.055,507.06
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,22,30.1221,469.209,2.41002,0.88368,501.515,502.624
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,23,30.0921,476.778,2.38814,0.880608,481.172,510.139
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,24,30.1232,492.878,2.39499,0.877568,515.693,526.274
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,25,31.9814,484.246,2.40693,0.885664,504.555,519.52
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,26,32.4435,472.824,2.41887,0.889888,508.696,508.576
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,27,30.0002,499.788,2.39082,0.876512,518.122,533.056
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,28,33.2183,497.58,2.3972,0.882688,517.996,534.078
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,29,32.1072,487.789,2.41264,0.883648,523.328,523.192
