dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,0,44.1026,552.28,3.45552,1.52266,601.536,601.361
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,1,42.6148,419.547,3.42114,1.17763,466.877,466.761
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,2,42.5288,456.992,3.36961,1.17443,445.399,504.065
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,3,43.1128,462.337,3.39922,1.17344,468.105,510.023
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,4,43.0986,437.565,3.39174,1.17446,466.408,485.229
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,5,42.5791,418.157,3.38627,1.17344,461.482,465.296
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,6,42.6854,421.008,3.42524,1.18064,468.421,468.3
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,7,42.7024,416.912,3.46547,1.18269,464.392,464.263
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,8,42.6892,417.733,3.4099,1.16934,465.117,465.001
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,9,42.7243,413.39,3.40515,1.17443,460.815,460.694
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,10,42.5909,413.824,3.38708,1.17658,460.969,460.979
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,11,42.5519,414.323,3.48968,1.19594,461.689,461.561
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,12,42.5863,414.949,3.37739,1.17238,460.973,462.085
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,13,42.5716,428.714,3.37987,1.17341,450.165,475.838
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,14,42.6603,453.24,3.37901,1.17446,477.705,500.454
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,15,42.5517,425.966,3.37973,1.17034,472.78,473.067
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,16,44.0919,427.393,3.44421,1.19802,453.13,476.127
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,17,42.5411,416.461,3.39316,1.17142,463.682,463.567
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,18,42.5687,413.154,3.39505,1.17443,452.906,460.292
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,19,42.547,417.367,3.38661,1.17344,452.469,464.474
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,20,42.5781,413.729,3.37324,1.17242,460.005,460.853
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,21,42.6674,411.401,3.36984,1.18576,458.499,458.624
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,22,42.6522,414.027,3.40741,1.1745,461.373,461.261
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,23,42.5298,413.541,3.40527,1.17446,460.771,460.65
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,24,42.5712,412.638,3.39477,1.16938,459.886,459.774
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,25,43.6294,413.626,3.4705,1.20314,462.065,461.93
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,26,42.5828,415.566,3.43389,1.17648,462.883,462.759
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,27,42.6303,411.475,3.39685,1.17955,458.447,458.682
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,28,42.5772,415.1,3.39494,1.17549,452.58,462.248
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,29,43.0954,411.64,3.38748,1.17955,459.093,459.303
