dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,0,83.6558,1594.58,6.73226,3.38422,1688.56,1688.35
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,1,83.766,1593.31,6.69781,2.4575,1687.2,1686.23
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,2,84.0237,1598.06,6.77875,2.49238,1691.52,1691.35
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,3,83.7766,1543.38,6.69766,2.45658,1636.46,1636.31
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,4,84.7791,1554.65,6.66075,2.45037,1633.9,1648.54
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,5,84.9798,1544.78,6.70524,2.46061,1639.09,1638.93
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,6,84.1664,1545.42,6.75337,2.47805,1639,1638.82
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,7,83.5883,1539.89,6.66475,2.44938,1622.1,1632.6
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,8,84.1353,1570.1,6.65987,2.44829,1652.4,1663.34
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,9,84.1663,1551.52,6.69195,2.45347,1644.98,1644.83
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,10,83.4936,1517.81,6.65951,2.44832,1607.23,1610.41
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,11,84.1162,1567.63,6.73932,2.47395,1642.19,1660.96
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,12,83.8142,1541.81,6.66231,2.45248,1627.3,1634.74
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,13,84.1345,1550.32,6.69553,2.45856,1643.78,1643.61
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,14,83.6038,1544.93,6.6671,2.45341,1617.55,1637.66
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,15,83.837,1556.54,6.68646,2.4545,1649.67,1649.52
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,16,83.808,1519.56,6.65956,2.45037,1611.45,1612.48
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,17,84.0595,1520.75,6.68524,2.45453,1614.11,1613.95
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,18,83.5074,1552.61,6.66182,2.45238,1634.08,1645.23
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,19,84.8817,1569.73,6.65452,2.45238,1658.99,1663.72
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,20,83.9155,1522.5,6.66466,2.4545,1613.53,1615.54
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,21,84.0649,1531.3,6.73458,2.47194,1621.96,1624.57
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,22,83.9028,1551.36,6.7566,2.46982,1644.64,1644.49
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,23,83.7094,1537.72,6.66567,2.44934,1629.68,1630.54
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,24,84.2664,1606.28,6.70309,2.4545,1699.86,1699.7
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,25,84.052,1511.13,6.69226,2.45453,1604.48,1604.33
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,26,84.7446,1532.8,6.65508,2.45245,1625.58,1626.65
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,27,83.5188,1540.14,6.6537,2.44931,1623.68,1632.76
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,28,83.7893,1556.38,6.69063,2.45856,1649.47,1649.32
3,double,uniform,CPU,"P | P | P | P | N | D",6,512,29,83.858,1536.48,6.68247,2.45757,1629.63,1629.48
