dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,0,230.534,23.1788,36.9534,3.14061,292.531,293.807
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,1,228.059,17.7311,33.7065,2.97472,281.006,282.471
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,2,226.508,18.0939,31.5864,2.95117,279.158,279.139
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,3,225.719,17.6969,31.5795,2.95219,277.461,277.948
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,4,228.929,17.6728,31.6928,2.95834,280.02,281.253
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,5,228.155,17.7339,31.5733,2.95322,278.169,280.416
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,6,227.501,17.7578,31.5316,2.94912,279.829,279.74
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,7,227.717,17.6288,31.5506,2.95117,278.441,279.848
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,8,226.3,17.7051,31.5698,2.95834,277.333,278.533
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,9,229.189,17.756,31.6502,2.95936,281.642,281.555
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,10,228.719,17.7119,31.5403,2.95014,278.613,280.921
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,11,227.304,17.65,31.6057,2.95322,279.597,279.513
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,12,226.788,17.8066,31.6423,2.96038,278.673,279.198
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,13,228.393,17.6367,31.6643,2.95936,279.463,280.653
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,14,225.745,17.7589,31.5097,2.95731,278.024,277.971
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,15,226.95,17.6168,31.641,2.96141,278.431,279.169
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,16,227.46,17.7419,31.5579,2.95834,279.804,279.718
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,17,226.697,17.7361,31.6311,2.95629,277.594,279.02
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,18,228.557,17.6351,31.5002,2.95322,279.374,280.645
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,19,228.815,17.6746,31.6214,2.94912,279.194,281.06
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,20,227.406,18.0529,31.6449,2.95424,279.364,280.058
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,21,227.933,17.7247,31.538,2.95322,279.711,280.148
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,22,225.406,17.647,31.6865,2.95731,277.13,277.697
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,23,228.188,17.6512,31.63,2.96141,278.042,280.43
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,24,227.226,17.7306,31.5922,2.95629,279.591,279.505
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,25,230.438,17.7133,31.5296,2.95936,282.331,282.64
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,26,226.858,17.6879,31.5178,2.95526,279.105,279.019
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,27,225.374,17.6673,31.6564,2.95629,277.159,277.654
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,28,226.525,17.6779,31.5497,2.95731,277.931,278.71
3,double,uniform,CPU,"D | D | D | D | D | D",2,512,29,228.575,17.6749,31.5782,2.95219,279.952,280.78
