dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,0,1.97501,22.1577,6.65247,3.14163,39.1664,33.9269
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,1,1.51021,16.4246,6.51696,3.01978,32.5265,27.4715
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,2,1.5137,16.399,6.6699,3.04128,32.6463,27.6238
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,3,1.50726,16.3413,6.66837,3.01773,32.6186,27.5346
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,4,1.51136,16.3579,6.6698,3.00134,32.6113,27.5404
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,5,1.51152,16.3761,6.71368,3.23686,32.8922,27.8381
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,6,1.50547,16.3427,6.62508,3.29318,32.7032,27.7664
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,7,1.51459,16.3211,6.72328,3.04435,32.6417,27.6033
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,8,1.50634,16.4109,6.59778,2.95526,32.5324,27.4703
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,9,1.50349,16.3507,6.72043,3.21843,32.8438,27.793
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,10,1.50374,16.438,6.68104,2.9993,32.6582,27.6221
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,11,1.50941,16.3366,6.6778,3.03411,32.5471,27.5579
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,12,1.50739,16.358,6.66724,2.98701,32.6003,27.5196
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,13,1.51098,16.3686,6.59386,3.02694,32.5908,27.5004
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,14,1.50602,16.3152,6.60273,3.20307,32.551,27.627
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,15,1.50947,16.4133,6.59804,2.98291,32.5239,27.5037
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,16,1.51104,16.4175,6.67142,2.95834,32.5689,27.5583
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,17,1.50224,16.3953,6.53846,3.26554,32.6853,27.7015
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,18,1.5105,16.3093,6.67258,3.22355,32.7931,27.7159
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,19,1.5088,16.3235,6.70026,3.2,33.0174,27.7325
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,20,1.50378,16.355,6.623,2.93888,32.5026,27.4206
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,21,1.51024,16.3252,6.67222,2.93581,32.5316,27.4435
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,22,1.49997,16.397,6.6221,2.9911,32.5271,27.5101
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,23,1.5113,16.3459,6.60003,3.17235,32.6751,27.6296
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,24,1.5057,16.4479,6.56067,3.06893,32.6278,27.5832
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,25,1.50586,16.3945,6.62459,2.96243,32.5233,27.4873
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,26,1.50822,16.5268,6.66613,2.93376,32.6182,27.6349
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,27,1.51091,16.3443,6.70196,3.00646,32.63,27.5636
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,28,1.50653,16.4275,6.65243,2.94605,32.5458,27.5325
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,29,1.50173,16.4117,6.55754,3.23072,32.5761,27.7016
