dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,0,229.642,35.5951,17.3302,7.33184,289.382,289.899
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,1,228.096,30.0327,17.0092,7.1465,280.037,282.285
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,2,225.888,30.0805,16.9354,7.17414,279.581,280.078
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,3,229.655,29.9265,17.0043,7.19462,282.083,283.781
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,4,228.148,30.0431,16.8919,7.17619,281.205,282.259
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,5,228.202,30.1044,16.8898,7.18234,281.538,282.379
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,6,227.367,30.0799,16.9432,7.14138,280.94,281.532
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,7,227.377,30.1086,16.9139,7.18541,279.692,281.584
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,8,227.758,30.0313,16.9107,7.17824,279.638,281.879
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,9,227.969,30.1335,16.8297,7.15469,281.364,282.086
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,10,225.145,30.121,16.9612,7.14445,278.912,279.372
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,11,226.223,30.0691,16.8906,7.16698,279.168,280.349
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,12,228.389,30.1806,16.7293,7.19258,280.319,282.492
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,13,227.381,30.0364,16.8677,7.16186,281.547,281.447
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,14,228.574,30.0899,16.9783,7.1977,281.675,282.84
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,15,227.952,29.9692,16.9641,7.17312,280.583,282.058
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,16,227.951,30.0994,16.8776,7.16595,280.707,282.094
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,17,225.304,30.2289,16.9091,7.17619,279.665,279.618
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,18,227.363,30.1737,16.8785,7.17414,281.688,281.589
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,19,225.124,30.0327,16.9668,7.18131,278.856,279.305
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,20,227.379,30.1686,16.8842,7.18541,279.752,281.617
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,21,227.333,30.283,16.7999,7.17107,281.116,281.587
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,22,225.023,30.1813,16.8646,7.15366,278.9,279.223
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,23,227.548,30.3253,16.5986,7.16595,280.103,281.638
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,24,227.431,30.6735,16.8692,7.1936,282.122,282.168
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,25,227.384,30.1571,16.6986,7.18541,281.525,281.425
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,26,227.729,30.2526,16.903,7.20077,282.166,282.086
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,27,227.964,29.9315,17.0068,7.18131,282.183,282.084
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,28,227.572,30.2138,16.7304,7.1721,281.787,281.689
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,29,225.632,30.1069,16.9148,7.16902,279.737,279.823
