dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,0,223.579,5.30099,7.94134,2.79142,248.609,239.613
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,1,222,5.29224,7.62877,2.49958,246.293,237.421
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,2,220.875,5.28803,7.41947,2.47398,244.801,236.057
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,3,223.828,5.29018,7.43263,2.42995,247.898,238.981
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,4,224.235,5.28984,7.43465,2.4279,248.224,239.387
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,5,220.848,5.28994,7.41469,2.46682,244.846,236.019
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,6,222.081,5.29013,7.42406,2.4576,246.121,237.252
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,7,221.134,5.29265,7.41782,2.4832,245.222,236.327
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,8,223.663,5.28984,7.41769,2.50163,247.715,238.872
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,9,220.795,5.28865,7.40819,2.51187,244.718,236.003
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,10,224.281,5.29011,7.41313,2.42893,248.149,239.413
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,11,220.994,5.28988,7.43108,2.47501,244.882,236.19
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,12,222.379,5.29209,7.4193,2.42586,246.292,237.517
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,13,224.283,5.29223,7.42209,2.45862,248.08,239.456
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,14,223.673,5.28899,7.40981,2.4535,247.57,238.825
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,15,223.046,5.28928,7.41311,2.49446,247.065,238.243
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,16,222.122,5.29281,7.40372,2.49344,246.049,237.312
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,17,223.94,5.29044,7.42731,2.4105,247.751,239.068
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,18,223.603,5.29107,7.41406,2.42483,247.497,238.733
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,19,224.348,5.29103,7.41329,2.47706,248.283,239.529
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,20,226.981,5.29077,7.42815,2.44941,250.972,242.15
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,21,224.135,5.28993,7.41268,2.46682,248.069,239.304
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,22,221.241,5.29284,7.41892,2.45965,245.245,236.412
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,23,222.043,5.29378,7.41932,2.43098,246.003,237.187
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,24,225.402,5.29133,7.40457,2.39923,249.292,240.497
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,25,223.358,5.29296,7.4111,2.4361,247.362,238.498
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,26,221.493,5.28828,7.41236,2.45146,245.42,236.645
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,27,226.968,5.29047,7.407,2.45453,250.875,242.12
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,28,222.317,5.28887,7.41814,2.46784,246.126,237.492
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,29,222.404,5.29024,7.41226,2.43712,246.336,237.544
