dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,0,42.2615,851.783,4.39271,2.27629,882.726,900.713
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,1,42.5366,793.16,4.39212,1.33418,833.677,841.423
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,2,42.1191,804.479,4.36808,1.32086,845.956,852.287
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,3,41.7779,774.348,4.54106,1.32301,822.157,821.99
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,4,42.6913,780.823,4.47717,1.32915,819.452,829.321
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,5,41.7165,822.406,4.51791,1.32707,870.125,869.967
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,6,41.996,817.718,4.47011,1.3455,865.696,865.53
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,7,42.1209,793.019,4.43264,1.3271,836.063,840.899
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,8,41.9642,834.043,4.44748,1.32291,881.936,881.778
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,9,42.187,763.559,4.44313,1.32909,809.027,811.518
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,10,43.6538,779.66,4.48584,1.33626,824.228,829.136
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,11,42.6193,764.962,4.43009,1.31987,809.657,813.331
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,12,41.8907,781.698,4.48442,1.32406,829.553,829.397
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,13,41.7307,795.326,4.47958,1.32189,843.008,842.858
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,14,42.2708,821.563,4.5019,1.32086,869.805,869.657
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,15,41.7112,804.275,4.50985,1.32605,851.965,851.822
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,16,43.2567,764.944,4.52499,1.33427,814.232,814.06
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,17,42.1405,768.075,4.41947,1.32502,812.993,815.96
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,18,42.2653,790.871,4.49806,1.32195,839.103,838.957
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,19,43.2135,805.714,4.49125,1.33936,846.045,854.758
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,20,41.9676,797.446,4.49315,1.32291,845.378,845.23
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,21,42.0699,784.124,4.42305,1.3199,825.538,831.937
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,22,42.2032,768.63,4.41459,1.32499,814.083,816.572
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,23,42.1413,784.514,4.40935,1.32301,832.12,832.388
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,24,41.8155,758.246,4.45724,1.32803,806.003,805.846
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,25,42.1545,779.344,4.42656,1.324,823.93,827.249
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,26,42.2587,789.855,4.57758,1.35162,838.2,838.043
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,27,42.253,787.124,4.44658,1.32294,832.826,835.146
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,28,42.5554,800.878,4.40928,1.32192,833.069,849.164
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,512,29,42.111,797.806,4.43151,1.31984,845.819,845.668
