dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,0,116.177,0,141.716,4.15334,261.371,262.046
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,1,114.736,0,38.7851,3.85229,156.006,157.374
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,2,114.383,0,38.4225,3.80518,156.458,156.611
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,3,114.663,0,38.2549,3.79187,155.593,156.709
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,4,114.122,0,38.3465,3.81235,156.093,156.28
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,5,114.453,0,38.2304,3.79699,155.465,156.48
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,6,114.088,0,38.1711,3.79494,156.147,156.054
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,7,114.429,0,38.1897,3.79392,155.238,156.412
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,8,115.17,0,38.2281,3.79392,155.899,157.192
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,9,113.703,0,38.2699,3.79597,155.86,155.769
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,10,113.963,0,38.3388,3.79494,156.057,156.096
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,11,114.51,0,38.305,3.7929,156.26,156.608
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,12,114.602,0,38.2146,3.80109,155.621,156.618
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,13,114.804,0,38.3137,3.80006,156.386,156.918
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,14,113.354,0,38.2443,3.79904,155.082,155.398
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,15,115.189,0,38.1901,3.78778,156.717,157.167
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,16,114.059,0,38.4039,3.80109,156.18,156.264
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,17,113.93,0,38.4183,3.77037,156.009,156.118
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,18,114.402,0,38.2367,3.79392,155.414,156.433
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,19,113.78,0,38.2105,3.80006,155.877,155.791
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,20,113.241,0,38.3124,3.78675,155.198,155.34
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,21,115.442,0,38.3336,3.78982,156.441,157.566
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,22,113.427,0,38.3152,3.79085,155.218,155.534
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,23,114.972,0,38.3001,3.78675,156.74,157.059
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,24,116.071,0,38.1844,3.80826,156.916,158.064
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,25,115.882,0,38.2773,3.79802,157.486,157.957
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,26,114.566,0,38.2099,3.79597,155.576,156.572
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,27,114.072,0,38.166,3.81338,156.141,156.051
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,28,115.623,0,38.3284,3.78982,157.3,157.741
3,float,uniform,CPU,"P | P | P | P | P | P",2,512,29,114.822,0,38.2215,3.80416,156.134,156.847
