dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,0,62.7809,959.618,5.37965,2.44326,1030.46,1030.22
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,1,62.623,967.361,5.09594,1.83194,1036.8,1036.91
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,2,62.4924,975.161,5.00852,1.84013,1044.49,1044.5
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,3,62.5273,951.82,5.21436,1.84003,1021.53,1021.4
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,4,62.4837,931.934,5.11124,1.86163,1001.42,1001.39
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,5,63.161,953.497,5.6906,1.83088,1024.32,1024.18
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,6,62.4941,964.682,5.10758,1.83398,1034.13,1034.12
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,7,62.9906,998.399,5.51908,1.84109,1068.89,1068.75
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,8,63.3191,1004.83,5.50545,1.84618,1075.64,1075.5
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,9,62.543,957.103,5.10589,1.84013,1026.71,1026.59
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,10,63.5445,952.965,5.30299,1.84518,1023.2,1023.66
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,11,62.5512,1008.94,5.50765,1.86566,1079.02,1078.87
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,12,62.3709,980.24,5.35309,1.83904,1049.82,1049.8
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,13,63.4497,988.085,5.32158,1.84931,1058.34,1058.71
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,14,62.5992,969.163,5.3603,1.84314,1039.04,1038.97
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,15,62.5311,937.072,5.35785,1.8503,1006.86,1006.81
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,16,62.6106,957.455,5.33888,1.84925,1027.36,1027.25
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,17,63.2362,950.52,5.54258,1.84518,1021.28,1021.14
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,18,62.4739,949.216,5.60991,1.83907,1019.27,1019.14
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,19,62.6385,967.565,5.46316,1.84621,1037.65,1037.51
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,20,62.5401,949.424,5.34575,1.84518,1019.26,1019.16
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,21,62.7489,961.426,5.32474,1.83904,1031.39,1031.34
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,22,62.6598,948.307,5.38045,1.84726,1018.2,1018.19
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,23,62.7594,956.877,5.39776,1.86973,1027.03,1026.9
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,24,62.9867,953.956,5.52856,1.85443,1024.47,1024.33
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,25,62.563,955.895,5.45028,1.8401,1025.88,1025.75
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,26,62.6559,951.068,5.44571,1.84109,1021.15,1021.01
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,27,62.6553,1008.06,5.32544,1.84013,1078,1077.88
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,28,62.7127,940.135,5.32807,1.84621,1009.93,1010.02
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,29,62.5607,987.87,5.33491,1.8431,1057.57,1057.61
