dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,0.586688,0,2824.51,1.55853,2787.99,2826.66
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.504032,0,2395.57,0.714752,2356.78,2396.79
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.518112,0,2215.7,0.72704,2208.68,2216.94
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.49824,0,2203.84,0.715776,2197.44,2205.06
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.498656,0,2219.76,0.713728,2213.4,2220.97
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.512192,0,2400.72,0.73216,2361.08,2401.97
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.50256,0,2374.24,0.717824,2335.76,2375.46
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.49808,0,2210.28,0.712704,2201.93,2211.49
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.50768,0,2205.12,0.717824,2199.7,2206.34
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.496608,0,2201.22,0.720896,2196.35,2202.44
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.496448,0,2205.86,0.710656,2200.33,2207.07
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.496896,0,2205.75,0.715744,2201.47,2206.96
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.509952,0,2193,0.728064,2188.55,2194.23
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.496416,0,2203.25,0.71168,2193.54,2204.45
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.49744,0,2210.2,0.713728,2199.94,2211.41
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.513312,0,2200.27,0.720896,2192.71,2201.5
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.496448,0,2207.73,0.719872,2200.35,2208.95
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.498848,0,2191.41,0.710656,2186.75,2192.62
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.496704,0,2192.33,0.712704,2186.1,2193.54
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.496128,0,2200.21,0.717824,2192.74,2201.43
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.4984,0,2205.54,0.712704,2200.01,2206.75
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.501088,0,2384.43,0.718848,2346.43,2385.65
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.507744,0,2203.72,0.724992,2196.62,2204.95
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.495296,0,2197.28,0.710624,2191.32,2198.49
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.495296,0,2204.88,0.713728,2199.62,2206.08
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.4976,0,2202.61,0.710688,2194.36,2203.82
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.501472,0,2371.53,0.717824,2336.3,2372.75
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.506624,0,2212.3,0.720896,2208.92,2213.53
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.496832,0,2205.25,0.716832,2198.89,2206.46
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.496448,0,2201.47,0.71168,2193.9,2202.67
