dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,0,83.785,1727.01,6.72776,3.32074,1738.6,1820.84
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,1,84.9001,1641.33,6.70036,2.45546,1706.65,1735.38
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,2,85.629,1585.92,6.7462,2.46883,1669.19,1680.76
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,3,84.5665,1557.17,6.69047,2.45453,1637.15,1650.88
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,4,84.0896,1532.55,6.68911,2.45555,1621.86,1625.78
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,5,84.2427,1548.53,6.74443,2.47699,1641.28,1642
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,6,84.11,1540.82,6.68508,2.45245,1606.26,1634.06
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,7,85.2443,1523.6,6.7214,2.45549,1618.18,1618.02
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,8,84.2537,1524.33,6.7176,2.45443,1617.91,1617.76
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,9,84.0652,1572.51,6.684,2.45245,1658.99,1665.71
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,10,83.6388,1533.13,6.71664,2.45552,1626.1,1625.95
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,11,83.8547,1495.55,6.75328,2.46982,1585.4,1588.63
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,12,84.0833,1694.21,6.7197,2.4535,1787.62,1787.47
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,13,84.642,1580.19,6.74533,2.46682,1674.22,1674.04
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,14,84.1065,1536.8,6.77455,2.46166,1630.3,1630.15
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,15,83.6548,1524.8,6.72237,2.45757,1617.78,1617.63
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,16,83.975,1545.51,6.69115,2.45037,1617.37,1638.62
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,17,84.5844,1535.74,6.68991,2.45245,1616.49,1629.47
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,18,84.6025,1514.85,6.71659,2.45651,1608.78,1608.63
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,19,84.125,1532.28,6.71726,2.45853,1625.73,1625.58
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,20,83.6334,1508,6.70547,2.45955,1595.97,1600.8
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,21,83.9861,1521.57,6.72846,2.45853,1595.89,1614.75
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,22,84.0363,1512.62,6.69389,2.45139,1601.65,1605.81
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,23,84.031,1501.6,6.69099,2.44941,1590,1594.78
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,24,83.8884,1521.35,6.68928,2.45139,1613.36,1614.38
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,25,83.9364,1572,6.69346,2.45446,1656.59,1665.09
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,26,84.6693,1520.08,6.6877,2.44838,1613.24,1613.88
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,27,84.8317,1649.7,6.68291,2.45242,1695.37,1743.66
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,28,83.6247,1634.13,6.72255,2.45651,1727.09,1726.94
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,29,84.1261,1560.43,6.68959,2.45139,1643.41,1653.69
