dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,0,226.274,5.30042,20.5567,7.68512,259.938,259.816
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,1,225.386,5.29022,20.5796,7.51616,258.859,258.772
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,2,225.37,5.29131,20.429,7.47315,258.65,258.563
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,3,225.336,5.29231,20.6054,7.48749,258.813,258.721
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,4,224.225,5.28929,20.3199,7.48954,257.414,257.324
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,5,221.218,5.29037,20.6978,7.48134,254.78,254.688
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,6,224.243,5.29359,20.5183,7.48237,257.626,257.537
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,7,225.412,5.29114,20.7068,7.48237,258.98,258.893
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,8,225.193,5.29132,20.5269,7.47725,258.595,258.488
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,9,224.494,5.30081,20.5905,7.49363,257.971,257.879
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,10,223.796,5.29184,20.6091,7.4967,257.283,257.194
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,11,221.199,5.29086,20.6669,7.4793,254.722,254.636
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,12,221.239,5.29038,20.5519,7.4967,254.664,254.578
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,13,224.71,5.29227,20.7165,7.5049,258.312,258.223
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,14,224.543,5.28847,20.5404,7.48032,257.942,257.853
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,15,225.058,5.29172,20.5215,7.4793,258.438,258.351
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,16,224.917,5.29216,20.6027,7.48442,258.386,258.296
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,17,224.379,5.29028,20.6003,7.4793,257.837,257.749
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,18,224.422,5.29024,20.5259,7.48134,257.806,257.719
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,19,227.397,5.29008,20.8067,7.49261,261.073,260.986
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,20,225.496,5.29131,20.7167,7.48134,259.073,258.986
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,21,224.898,5.28977,20.5633,7.48134,258.319,258.232
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,22,221.604,5.29545,20.7496,7.48954,255.224,255.139
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,23,223.814,5.29294,20.5127,7.47622,257.187,257.096
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,24,222.42,5.29103,20.6545,7.49056,255.947,255.856
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,25,225.138,5.28896,20.5429,7.49466,258.553,258.465
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,26,223.818,5.28934,20.5193,7.48442,257.2,257.111
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,27,227.202,5.29114,20.4597,7.49875,260.54,260.452
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,28,222.567,5.2911,20.7168,7.48442,256.147,256.059
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",1,512,29,223.34,5.28943,20.4937,7.48954,256.695,256.612
