dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,0,115.722,14.8979,3.75431,1.25645,140.266,135.631
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,1,114.517,9.36464,3.7404,1.15507,132.538,128.777
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,2,113.994,9.36929,3.7292,1.13459,132.307,128.227
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,3,115.257,9.37053,3.73188,1.14074,133.239,129.5
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,4,113.878,9.40484,3.72328,1.12845,132.791,128.135
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,5,114.159,9.36374,3.72304,1.12947,132.857,128.375
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,6,114.967,9.4051,3.71778,1.13971,132.921,129.23
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,7,114.183,9.4872,3.74133,1.14381,133.143,128.555
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,8,114.296,9.36515,3.70819,1.1479,132.298,128.517
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,9,113.054,9.3693,3.71767,1.13766,131.784,127.279
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,10,114.181,9.37403,3.71846,1.12435,132.382,128.398
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,11,113.407,9.36495,3.72478,1.13766,132.167,127.634
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,12,113.882,9.438,3.71972,1.13869,132.794,128.178
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,13,115.592,9.58721,3.72125,1.15917,134.664,130.06
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,14,114.273,9.36155,3.72302,1.15098,132.136,128.508
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,15,114.216,9.36435,3.72039,1.14074,132.909,128.442
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,16,115.945,9.36634,3.73095,1.14074,134.89,130.183
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,17,113.815,9.58996,3.72847,1.13562,132.802,128.269
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,18,114.389,9.36545,3.71402,1.14074,132.871,128.609
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,19,113.057,9.36389,3.72381,1.13766,131.668,127.282
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,20,113.1,9.37673,3.71853,1.14995,131.934,127.345
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,21,113.377,9.36987,3.72345,1.13357,131.955,127.604
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,22,114.074,9.36713,3.71575,1.15098,132.309,128.308
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,23,114.08,9.40882,3.7298,1.12538,132.992,128.344
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,24,113.152,9.46412,3.72235,1.1305,132.049,127.468
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,25,114.597,9.36736,3.72811,1.13152,133.003,128.824
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,26,114.344,9.37105,3.71922,1.14074,132.823,128.575
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,27,113.916,9.57859,3.73277,1.13766,132.96,128.365
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,28,114.331,9.36851,3.72353,1.13664,132.283,128.56
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,29,114.106,9.69169,3.72114,1.13254,133.174,128.652
