dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,0,118.599,23.7391,10.7838,3.72531,154.201,156.848
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,1,117.361,14.3018,10.7761,3.50003,142.41,145.939
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,2,117.306,14.4073,10.7871,3.49696,142.955,145.997
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,3,116.612,14.1226,10.7558,3.50003,142.215,144.991
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,4,116.925,14.0822,10.7451,3.49389,142.332,145.246
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,5,117.373,14.1173,10.816,3.49696,142.236,145.803
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,6,117.568,14.0875,10.7119,3.49901,141.334,145.867
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,7,117.1,14.1151,10.7394,3.49901,142.369,145.453
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,8,117.023,14.0715,10.7782,3.49798,141.159,145.371
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,9,116.489,13.9888,10.8045,3.49696,141.017,144.78
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,10,117.261,14.0902,10.7447,3.50003,141.456,145.596
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,11,117.891,14.0246,10.7349,3.49491,141.849,146.146
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,12,116.208,14.1294,10.8767,3.50106,142.31,144.715
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,13,117.253,14.0852,10.7554,3.49901,141.951,145.593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,14,116.97,14.1049,10.7702,3.49901,141.722,145.344
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,15,116.875,14.1076,10.7969,3.50106,142.104,145.28
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,16,116.642,14.1158,10.7599,3.49389,142.277,145.012
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,17,117.532,14.0844,10.8228,3.49798,142.228,145.937
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,18,116.824,14.0779,10.7966,3.49798,141.291,145.196
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,19,116.974,14.175,10.7134,3.49696,142.1,145.359
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,20,116.748,14.1207,10.7888,3.49389,141.251,145.151
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,21,116.466,14.1952,10.744,3.49491,142.402,144.9
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,22,117.638,14.0814,10.7253,3.49696,142.374,145.941
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,23,117.014,14.0709,10.7981,3.49798,141.691,145.381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,24,116.054,14.1257,10.7261,3.49491,141.599,144.401
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,25,117.089,14.1361,10.7872,3.50003,141.665,145.513
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,26,117.355,14.0886,10.7314,3.49184,141.616,145.667
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,27,116.617,14.0458,10.7246,3.50003,141.262,144.888
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,28,116.578,14.0461,10.7623,3.49491,141.12,144.882
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,29,116.695,14.0612,10.7921,3.49491,141.999,145.043
