dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,0,0.54432,682.706,1.96802,1.16122,650.849,686.38
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,1,0.495648,663.762,1.94128,0.919552,621.072,667.118
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,2,0.508672,651.444,1.93191,0.897024,612.802,654.782
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,3,0.496864,648.724,1.94528,0.888832,615.504,652.055
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,4,0.49104,646.963,1.94856,0.88576,615.615,650.288
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,5,0.510272,653.632,1.93362,0.876544,613.099,656.952
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,6,0.491456,647.934,1.95215,0.881664,623.332,651.26
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,7,0.491456,663.785,1.94428,0.882688,618.485,667.103
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,8,0.493856,658.354,1.93049,0.88064,619.008,661.659
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,9,0.495872,649.283,1.93177,0.88576,628.143,652.596
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,10,0.509888,663.942,1.96466,0.892928,616.305,667.309
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,11,0.492032,643.187,1.9386,0.889856,612.065,646.508
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,12,0.493312,654.772,1.93757,0.933888,623.932,658.137
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,13,0.49328,652.767,1.94082,0.928768,619.273,656.13
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,14,0.507712,652.518,1.93622,0.874496,619.571,655.837
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,15,0.493472,653.103,1.93422,0.879616,619.381,656.41
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,16,0.491712,647.151,1.92865,0.884736,609.406,650.457
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,17,0.491136,645.981,1.93909,0.886784,616.924,649.298
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,18,0.494368,668.61,1.94385,0.88064,616.251,671.929
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,19,0.493184,649.249,1.9474,0.883712,615.131,652.574
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,20,0.49584,642.603,1.94915,0.882688,622.312,645.931
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,21,0.496256,649.541,1.94537,0.887808,626.181,652.871
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,22,0.492864,642.99,1.94113,0.882688,610.932,646.307
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,23,0.508416,645.214,1.93781,0.88576,618.2,648.546
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,24,0.492512,667.563,1.93072,0.892928,653.77,670.879
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,25,0.496288,655.012,1.9387,0.893952,620.58,658.341
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,26,0.491648,649.421,1.93917,0.878592,620.244,652.73
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,27,0.490592,650.589,1.94515,0.876544,615.943,653.901
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,28,0.491424,653.277,1.93886,0.882688,616.562,656.59
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,29,0.509344,654.596,1.94137,0.887808,616.277,657.935
