dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,0,117.538,23.0406,11.8023,3.78266,153.393,156.164
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,1,116.589,14.2826,11.8261,3.61062,142.461,146.308
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,2,117.176,14.134,11.8059,3.61062,142.387,146.726
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,3,116.328,14.4622,11.829,3.5799,142.04,146.199
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,4,117.003,14.1429,11.8195,3.58298,142.28,146.548
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,5,116.899,14.2122,11.8087,3.59117,142.516,146.511
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,6,116.189,14.7294,11.8247,3.59936,143.325,146.343
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,7,116.579,14.2672,11.824,3.60038,142.489,146.27
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,8,116.989,14.3429,11.7978,3.58912,143.508,146.719
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,9,116.437,14.2876,11.8419,3.62394,142.544,146.19
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,10,117.049,14.2615,11.8595,3.6055,143.249,146.776
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,11,117.092,14.1337,11.8268,3.61882,143.011,146.671
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,12,117.004,14.1437,11.845,3.60038,142.265,146.593
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,13,116.883,14.1537,11.7983,3.59219,142.917,146.428
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,14,115.731,14.6893,11.8684,3.63213,143.065,145.92
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,15,116.776,14.342,11.8292,3.59424,143.306,146.541
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,16,116.161,14.2698,11.8234,3.59526,141.736,145.85
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,17,116.626,14.6466,11.8058,3.64237,143.245,146.721
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,18,115.475,14.8054,11.814,3.60755,143.127,145.702
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,19,116.674,14.1365,11.8412,3.61165,142.089,146.263
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,20,117.28,14.1941,11.7827,3.61882,142.619,146.875
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,21,117.667,14.1294,11.8473,3.58605,143.607,147.23
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,22,117.118,14.184,11.8322,3.59629,142.882,146.73
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,23,117.219,14.2836,11.8006,3.584,142.746,146.887
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,24,116.913,14.3813,11.7612,3.59219,143.043,146.648
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,25,115.944,14.1474,11.852,3.5799,141.779,145.524
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,26,117.326,14.1707,11.8523,3.61984,143.396,146.969
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,27,116.115,14.4701,11.852,3.60141,143.208,146.038
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,28,116.537,14.2702,11.8209,3.60448,141.762,146.232
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,29,115.588,15.7008,11.8642,3.61472,144.071,146.767
