dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,126.237,1331.26,10.7672,2.58765,1471.13,1470.85
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,125.496,1371.11,10.7053,1.54515,1508.98,1508.86
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,126.607,1334.32,10.6946,1.54829,1473,1473.17
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,125.04,1347.78,10.7222,1.55238,1485.25,1485.1
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,127.204,1344.94,10.7602,1.55645,1484.59,1484.46
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,126.142,1338.81,10.6933,1.54515,1477.32,1477.19
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,125.451,1320.2,10.6951,1.54003,1458.01,1457.89
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,125.808,1312.74,10.6962,1.54109,1450.91,1450.78
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,124.893,1316.95,10.6994,1.54109,1454.21,1454.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,126.846,1335.53,10.7885,1.57594,1474.91,1474.74
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,127.026,1304.84,10.6926,1.53805,1444.22,1444.09
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,125.622,1305.63,10.6949,1.54317,1443.63,1443.49
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,126.047,1331.2,10.6944,1.53904,1469.61,1469.48
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,125.588,1324.96,10.7028,1.54106,1462.91,1462.79
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,125.904,1386.98,10.6976,1.54211,1525.25,1525.12
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,125.058,1313.19,10.6941,1.54109,1450.61,1450.48
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,125.896,1348.47,10.7053,1.54618,1486.75,1486.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,127.336,1353.81,10.7008,1.54826,1493.52,1493.39
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,125.107,1316.82,10.6989,1.54003,1454.29,1454.17
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,125.939,1329.44,10.7033,1.54413,1467.77,1467.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,125.123,1325.57,10.7815,1.57283,1463.19,1463.05
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,126.062,1323.64,10.7016,1.54112,1462.08,1461.95
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,126.287,1366.33,10.7008,1.54006,1504.98,1504.86
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,125.424,1317,10.6965,1.54214,1454.79,1454.66
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,125.415,1306.93,10.6952,1.54314,1444.71,1444.58
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,126.308,1349.62,10.7038,1.54317,1488.31,1488.18
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,124.994,1326.82,10.6962,1.5401,1464.18,1464.05
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,127.117,1310,10.6996,1.54208,1449.49,1449.36
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,126.448,1332.53,10.7048,1.54928,1471.35,1471.23
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,126.031,1325.25,10.7036,1.5472,1463.66,1463.54
