dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,0,1.41152,572.224,2.26557,1.26362,557.139,577.164
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,1,0.468352,487.288,2.17988,0.881632,490.447,490.818
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,2,0.457376,489.172,2.24174,0.956416,477.499,492.827
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,3,0.467424,486.314,2.23585,0.881568,490.029,489.899
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,4,0.461664,500.434,2.22449,0.971776,479.976,504.092
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,5,0.465856,489.49,2.21234,0.96464,488.096,493.133
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,6,0.461056,496.035,2.22044,0.960512,494.777,499.677
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,7,0.460544,492.844,2.2545,0.970752,486.525,496.53
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,8,0.457888,504.087,2.22869,0.963584,502.587,507.737
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,9,0.460512,504.422,2.22659,0.961536,504.046,508.071
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,10,0.460096,487.557,2.20629,0.966656,491.15,491.19
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,11,0.469792,476.143,2.21931,0.891872,479.835,479.724
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,12,0.501408,472.006,2.17532,0.882656,471.954,475.565
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,13,0.478528,491.982,2.31213,0.976896,478.653,495.749
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,14,0.477088,466.53,2.24994,0.970752,469.177,470.228
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,15,0.457536,498.717,2.2226,0.955392,487.513,502.352
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,16,0.455744,499.785,2.21819,0.96256,503.369,503.421
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,17,0.455744,477.565,2.2292,0.96768,476.573,481.217
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,18,0.459712,474.368,2.21654,0.967712,462.429,478.012
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,19,0.457504,482.986,2.23516,0.964608,468.321,486.643
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,20,0.473568,480.699,2.18386,0.879584,482.655,484.236
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,21,0.460224,477.688,2.24677,0.954368,465.417,481.35
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,22,0.460704,470.302,2.25608,0.964608,474.007,473.983
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,23,0.467008,495.403,2.2145,0.965632,494.663,499.05
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,24,0.459296,500.915,2.2564,0.991232,491.611,504.622
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,25,0.47024,480.252,2.17662,0.880576,483.106,483.779
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,26,0.460576,478.107,2.24096,0.968704,479.63,481.777
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,27,0.457312,471.175,2.21238,0.970752,474.767,474.816
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,28,0.47184,471.113,2.24457,0.963584,474.794,474.793
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,512,29,0.463616,483.25,2.20062,0.964608,486.821,486.879
