dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,44.4621,536.705,3.41013,1.79715,586.556,586.375
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,42.5141,428.744,3.35175,1.23597,467.538,475.846
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,42.6877,454.827,3.35043,1.22976,502.218,502.095
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,42.5479,469.192,3.36119,1.24304,516.474,516.344
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,42.5172,426.8,3.32946,1.21949,470.526,473.866
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,42.7008,420.256,3.35534,1.22573,467.664,467.538
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,42.5162,420.631,3.35881,1.24518,467.87,467.751
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,42.9973,417.902,3.41082,1.25328,458.875,465.563
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,42.4867,417.098,3.37023,1.22669,464.298,464.182
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,42.5644,411.091,3.33392,1.21546,457.586,458.205
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,42.5921,418.076,3.35553,1.23082,465.388,465.255
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,42.5636,417.671,3.34783,1.22976,464.929,464.812
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,42.673,414.82,3.32607,1.22774,458.227,462.047
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,42.9676,425.859,3.34869,1.21853,473.516,473.394
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,42.4876,422.883,3.33844,1.23696,460.22,469.946
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,42.8262,418.155,3.35353,1.23078,465.681,465.566
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,43.5581,414.755,3.35802,1.22358,460.265,462.895
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,42.7001,415.091,3.43078,1.24205,462.586,462.463
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,42.6557,416.746,3.33832,1.22461,463.656,463.965
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,42.6191,422.59,3.36169,1.21347,469.899,469.784
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,42.7086,416.177,3.34522,1.2185,463.565,463.449
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,43.0929,417.704,3.34616,1.22877,465.492,465.372
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,42.9692,416.001,3.32999,1.22365,461.295,463.523
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,42.6338,417.332,3.34978,1.22976,464.661,464.545
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,42.6422,417.294,3.34494,1.23597,464.637,464.517
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,42.7429,416.928,3.34628,1.21341,464.35,464.231
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,43.0337,415.699,3.33166,1.23798,462.484,463.302
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,42.5802,416.009,3.32713,1.23075,462.713,463.147
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,42.6554,417.808,3.34717,1.23181,465.158,465.042
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,42.4894,413.98,3.35234,1.21952,461.158,461.041
