dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,0.81056,686.41,2.02692,0.75776,692.703,690.005
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,0.725888,679.052,1.89923,0.521216,684.44,682.198
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,0.724192,681.652,1.87431,0.521216,687.022,684.772
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,0.70416,678.322,1.87633,0.521216,683.635,681.424
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,0.727392,676.404,1.87777,0.524288,681.759,679.533
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,0.712576,673.865,1.88145,0.518144,679.256,676.977
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,0.73568,664.156,1.98157,0.530432,669.747,667.404
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,0.727232,656.287,1.8893,0.519168,661.652,659.423
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,0.723584,666.833,1.97943,0.524288,672.294,670.061
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,0.722016,669.14,1.97647,0.528352,674.622,672.367
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,0.722624,687.459,1.97691,0.52736,692.924,690.686
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,0.724992,664.229,1.87952,0.52736,669.594,667.361
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,0.726784,674.041,1.88043,0.530432,679.412,677.178
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,0.72512,660.562,1.97985,0.529408,665.975,663.796
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,0.711104,672.651,1.87827,0.525312,678.041,675.765
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,0.699776,663.578,1.87641,0.51712,668.958,666.671
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,0.734432,667.7,1.87258,0.524256,673.006,670.832
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,0.744064,663.554,2.01796,0.530432,669.13,666.847
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,0.723936,654.246,1.97326,0.524288,659.725,657.468
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,0.724032,679.194,1.97351,0.523264,684.67,682.415
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,0.722464,657.874,1.97721,0.532448,663.401,661.106
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,0.701472,669.834,1.87752,0.523264,675.194,672.937
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,0.704448,668.542,1.87771,0.528384,673.901,671.653
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,0.70368,675.889,1.87896,0.519168,681.224,678.991
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,0.7024,666.552,1.87739,0.524288,671.941,669.656
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,0.725088,662.519,1.8746,0.52224,667.886,665.641
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,0.726112,680.248,1.87959,0.519168,685.593,683.373
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,0.725664,664.676,1.87663,0.520192,669.984,667.798
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,0.722752,661.396,1.97622,0.525312,666.881,664.62
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,0.711424,676.219,1.88165,0.52224,681.592,679.334
