dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,0,1.31597,0,1300.79,1.40384,1279.01,1303.51
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,1,0.473472,0,1017.12,0.949248,1015.56,1018.54
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,2,0.469824,0,1061.85,0.952256,1055.13,1063.28
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,3,0.478688,0,1046.21,0.955296,1037.67,1047.65
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,4,0.473632,0,1060.58,0.951264,1051.71,1062
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,5,0.471168,0,1020.42,0.934816,1017.68,1021.83
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,6,0.473984,0,1019.71,0.946112,1020.39,1021.13
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,7,0.473568,0,997.655,0.95632,983.887,999.084
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,8,0.465696,0,987.084,0.923616,981.697,988.473
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,9,0.475776,0,1005.54,0.94208,1004.41,1006.95
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,10,0.466816,0,996.911,0.927744,992.582,998.305
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,11,0.47648,0,994.663,0.929824,991.193,996.069
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,12,0.474688,0,1036.97,0.98608,1030.21,1038.43
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,13,0.46864,0,988.292,0.939008,984.835,989.7
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,14,0.464896,0,975.772,0.939008,976.199,977.176
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,15,0.469248,0,982.221,0.9216,974.455,983.612
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,16,0.476928,0,995.309,0.9512,990.771,996.737
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,17,0.478464,0,984.726,0.959424,986.009,986.164
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,18,0.473696,0,1007.73,0.930752,1008.94,1009.14
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,19,0.468224,0,991.408,0.926656,992.608,992.803
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,20,0.463552,0,991.092,0.93792,986.076,992.493
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,21,0.474208,0,994.846,0.92256,996.064,996.243
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,22,0.481664,0,987.81,0.956416,989.029,989.248
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,23,0.474432,0,990.113,0.94,991.013,991.527
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,24,0.462976,0,989.114,0.9328,989.01,990.509
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,25,0.462304,0,1001.71,0.926688,993.49,1003.1
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,26,0.4664,0,992.164,0.92976,987.544,993.56
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,27,0.467136,0,980.13,0.920512,981.316,981.517
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,28,0.463584,0,1002.07,0.925696,999.852,1003.46
3,float,uniform,GPU,"P | P | P | P | P | P",8,512,29,0.464064,0,977.528,0.936928,975.184,978.929
