dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,0,87.7735,693.503,5.86423,1.29123,787.561,788.432
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,1,85.0128,467.09,5.83812,0.994272,557.445,558.935
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,2,85.2775,438.243,5.81765,0.9912,529.693,530.33
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,3,85.021,444.531,5.81879,1.00349,536.073,536.375
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,4,85.3218,432.741,5.81224,0.992192,524.169,524.867
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,5,85.9851,440.382,5.81782,0.989184,532.219,533.174
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,6,85.1711,444.206,5.82568,0.99936,535.062,536.202
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,7,85.0613,442.205,5.84035,1.00246,533.438,534.109
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,8,85.3564,453.313,5.87274,1.00042,544.847,545.543
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,9,85.0676,439.166,5.81534,0.993248,530.564,531.042
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,10,85.2189,442.572,5.808,0.993216,534.425,534.592
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,11,85.2043,438.306,5.81583,0.989152,530.151,530.315
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,12,85.0144,442.58,5.81917,0.996288,533.354,534.41
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,13,86.0735,473.685,5.81226,0.99424,565.882,566.565
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,14,84.8734,482.865,5.8094,0.98912,574.12,574.537
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,15,84.9309,454.46,5.81775,0.993248,545.769,546.201
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,16,85.334,461.69,5.80827,0.993216,553.611,553.826
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,17,86.7086,538.522,5.81136,0.99424,629.209,632.036
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,18,84.9675,450.327,5.80795,0.990144,541.29,542.093
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,19,85.3091,439.78,5.81505,0.992224,530.161,531.897
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,20,85.1654,607.244,5.81301,0.992224,698.176,699.214
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,21,84.9993,481.441,5.81674,0.997312,571.796,573.255
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,22,85.0694,510.078,5.80938,0.991232,600.329,601.948
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,23,84.8938,437.985,5.81133,0.99424,529.543,529.685
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,24,85.0717,450.844,5.892,1.01574,542.333,542.824
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,25,85.3022,445.393,5.83045,0.994272,536.254,537.52
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,26,85.0061,457.568,5.81151,0.992256,548.207,549.378
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,27,84.9273,449.588,5.8183,0.994272,539.865,541.328
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,28,85.2277,450.048,5.80236,0.993216,540.856,542.072
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,29,84.9611,440.422,5.80077,0.991168,530.506,532.175
