dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,0,3.63133,5.29935,21.7611,7.74656,38.5718,38.4383
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,1,3.2585,5.29044,21.7725,7.54995,38.0117,37.8714
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,2,3.15037,5.28868,20.5158,7.48646,36.5806,36.4413
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,3,3.1655,5.28807,20.6391,7.4967,36.7275,36.5894
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,4,3.17357,5.28898,20.6241,7.48339,36.7073,36.57
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,5,3.1647,5.28885,20.7306,7.47213,36.7952,36.6562
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,6,3.15581,5.29313,20.544,7.47622,36.6051,36.4692
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,7,3.14314,5.28779,20.636,7.48134,36.6875,36.5482
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,8,3.16624,5.29382,20.4002,7.48339,36.4836,36.3437
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,9,3.15626,5.29308,20.6349,7.47213,36.7008,36.5563
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,10,3.15376,5.29226,20.5515,7.48339,36.6203,36.4809
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,11,3.1591,5.28888,20.5128,7.47418,36.5749,36.435
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,12,3.16141,5.29256,20.6846,7.47315,36.7524,36.6117
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,13,3.15866,5.29073,20.6328,7.47725,36.7003,36.5594
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,14,3.15632,5.29083,20.6636,7.48851,36.7389,36.5992
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,15,3.16112,5.28859,20.5287,7.46189,36.581,36.4403
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,16,3.1601,5.29048,20.6826,7.49773,36.7694,36.6309
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,17,3.16634,5.29896,20.4837,7.47827,36.5616,36.4273
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,18,3.16144,5.29081,20.5168,7.48749,36.5983,36.4566
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,19,3.15174,5.29195,20.6151,7.4752,36.6734,36.534
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,20,3.16067,5.28976,20.5042,7.48134,36.5745,36.4359
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,21,3.15683,5.28969,20.3203,7.49158,36.3987,36.2584
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,22,3.15616,5.28869,20.4413,7.49875,36.524,36.3849
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,23,3.15821,5.28916,20.6567,7.49363,36.7352,36.5977
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,24,3.15722,5.28873,20.4344,7.47418,36.4965,36.3546
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,25,3.15606,5.28954,20.6596,7.48237,36.7264,36.5876
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,26,3.16214,5.28943,20.5694,7.49056,36.6505,36.5116
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,27,3.15734,5.2934,20.4155,7.48237,36.4869,36.3486
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,28,3.16784,5.29113,20.7175,7.48032,36.7962,36.6568
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,29,3.15926,5.28879,20.5331,7.48032,36.6003,36.4615
