dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,0,6.072,10.5452,42.5596,14.5644,73.8739,73.7412
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,1,5.66662,10.5319,42.1509,14.3596,72.8485,72.709
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,2,5.68387,10.5374,41.9462,14.336,72.6358,72.5034
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,3,5.68179,10.5355,42.5752,14.3217,73.2548,73.1141
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,4,5.66557,10.5319,42.7762,14.3708,73.4852,73.3444
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,5,5.66416,10.5343,42.679,14.3032,73.3195,73.1807
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,6,5.68218,10.5354,42.5076,14.3299,73.1961,73.0551
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,7,5.67107,10.5552,42.5431,14.3462,73.2789,73.1156
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,8,5.6944,10.5323,43.1843,14.3708,73.9207,73.7818
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,9,5.6913,10.5324,43.0615,14.3514,73.7798,73.6366
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,10,5.69322,10.5345,42.8982,14.3268,73.5972,73.4527
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,11,5.68374,10.5346,41.8476,14.3268,72.5348,72.3927
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,12,5.68387,10.532,42.8057,14.3708,73.5342,73.3924
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,13,5.68122,10.5335,42.9403,14.3155,73.6111,73.4705
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,14,5.70298,10.532,42.7771,14.3114,73.4622,73.3235
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,15,5.66938,10.5299,42.853,14.3268,73.515,73.3791
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,16,5.68317,10.5357,42.9557,14.3196,73.6357,73.4942
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,17,5.65974,10.532,42.7147,14.3329,73.3781,73.2394
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,18,5.67222,10.5381,42.7358,14.3206,73.405,73.2668
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,19,5.67578,10.5332,42.5433,14.3237,73.217,73.0759
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,20,5.67638,10.5298,42.753,14.3514,73.4472,73.3105
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,21,5.69306,10.5334,42.6484,14.3493,73.3639,73.2242
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,22,5.68016,10.5339,43.1193,14.377,73.8503,73.7103
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,23,5.68726,10.5336,42.3487,14.338,73.0465,72.9076
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,24,5.684,10.534,42.1919,14.3432,72.8927,72.753
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,25,5.68058,10.5355,42.7132,14.3401,73.4117,73.2693
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,26,5.66659,10.5354,42.235,14.3626,72.9395,72.7996
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,27,5.67616,10.5332,42.7006,14.3401,73.3936,73.25
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,28,5.67549,10.5356,42.7444,14.3411,73.4367,73.2965
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",1,512,29,5.68211,10.5329,42.7878,14.3411,73.4832,73.3439
