dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,0,0.548896,789.877,3.44222,2.28346,796.338,796.151
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,1,0.501408,800.417,3.40706,1.33117,805.617,805.656
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,2,0.493504,793.094,3.67559,1.39878,797.177,798.662
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,3,0.500832,781.778,3.40803,1.31786,787.144,787.005
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,4,0.497216,790.088,3.76098,1.39776,790.198,795.744
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,5,0.505216,780.828,3.39967,1.32803,783.578,786.061
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,6,0.499232,781.599,3.65427,1.38854,785.666,787.141
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,7,0.512,804.231,3.44658,1.34134,807.063,809.531
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,8,0.492384,777.133,3.6538,1.37834,779.342,782.658
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,9,0.510688,780,3.43076,1.33318,785.429,785.275
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,10,0.500448,787.779,3.39161,1.32298,785.635,792.994
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,11,0.496192,763.748,3.3797,1.30147,769.005,768.926
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,12,0.502176,770.282,3.40171,1.31984,773.704,775.506
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,13,0.505504,775.83,3.3975,1.32086,773.601,781.054
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,14,0.502496,789.953,3.41224,1.3209,795.323,795.189
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,15,0.500704,774.51,3.44868,1.33632,777.262,779.795
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,16,0.501344,762.036,3.39538,1.324,764.819,767.257
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,17,0.503008,885.133,3.3884,1.31987,869.715,890.344
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,18,0.4992,824.022,3.40489,1.32198,818.273,829.248
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,19,0.499232,805.49,3.38832,1.32189,807.292,810.699
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,20,0.500096,795.499,3.39739,1.31984,800.858,800.716
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,21,0.504672,783.931,3.39831,1.32496,787.096,789.159
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,22,0.495456,765.906,3.39526,1.3055,766.943,771.102
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,23,0.494112,775.47,3.73686,1.39776,780.585,781.099
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,24,0.5008,780.332,3.40475,1.31888,785.693,785.556
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,25,0.501024,772.097,3.40061,1.32502,775.875,777.324
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,26,0.501536,771.567,3.38715,1.32704,772.97,776.783
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,27,0.512384,763.138,3.69747,1.38854,766.191,768.736
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,28,0.495712,754.442,3.66938,1.3824,757.777,759.989
3,float,uniform,GPU,"P | P | P | P | D | N",6,512,29,0.496096,761.956,3.72378,1.3865,767.171,767.562
