dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,118.48,23.308,4.25242,1.34656,146.818,147.387
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,117.339,14.0471,4.1876,1.03936,135.95,136.613
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,117.446,13.7754,4.14509,1.17555,135.276,136.542
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,116.651,13.8848,4.17623,1.16531,134.551,135.877
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,117.079,13.8061,4.20461,1.04858,135.417,136.138
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,117.397,13.7642,4.14723,1.1776,134.958,136.486
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,115.981,14.0703,4.13808,1.1735,134.801,135.362
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,116.342,14.4991,4.19426,1.16224,134.835,136.197
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,116.491,14.3334,4.20493,1.17555,135.665,136.205
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,116.866,14.1689,4.1476,1.03526,135.528,136.217
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,117.011,13.8954,4.16893,1.16531,135.511,136.241
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,117.532,13.7439,4.22113,1.15712,135.471,136.654
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,117.341,13.8464,4.19055,1.17555,135.636,136.554
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,116.814,13.8799,4.16227,1.18272,134.757,136.039
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,116.945,13.8546,4.20941,1.15917,135.521,136.168
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,116.546,13.8221,4.21028,1.16326,134.51,135.742
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,116.853,13.7881,4.22607,1.17453,135.428,136.041
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,117.154,13.9588,4.20765,1.024,134.883,136.345
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,116.905,13.8028,4.15511,1.1735,134.813,136.037
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,116.821,13.7612,4.20964,1.1817,134.333,135.974
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,117.294,14.3415,4.15917,1.17043,136.335,136.965
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,116.62,13.8038,4.21414,1.1817,134.384,135.82
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,116.454,13.7669,4.209,1.15302,134.224,135.583
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,116.879,13.7956,4.17878,1.16531,134.608,136.018
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,116.957,13.8566,4.15439,1.17248,135.365,136.141
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,116.547,13.7726,4.22337,1.16941,134.63,135.712
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,117.072,13.991,4.21799,1.02298,135.303,136.304
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,117.272,13.6961,4.21874,1.15814,134.413,136.345
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,116.297,14.6409,4.2205,1.18067,135.641,136.339
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,117.091,13.6448,4.22397,1.17043,134.173,136.13
