dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,0,60.2346,18.5234,4.13445,1.11002,82.4605,84.0025
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,1,59.0637,9.0462,4.11501,0.971776,71.8834,73.1967
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,2,58.4617,9.18545,4.08352,0.974848,71.7957,72.7055
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,3,59.3571,8.90872,4.09196,0.96768,71.0966,73.3255
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,4,58.6324,9.19964,4.09052,0.974848,71.4533,72.8974
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,5,59.0938,8.92503,4.08886,0.974848,71.4513,73.0825
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,6,59.3316,8.91835,4.08868,0.982016,71.6704,73.3207
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,7,59.495,9.0524,4.08981,0.9728,72.2083,73.6101
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,8,58.8854,8.90994,4.09413,0.964608,71.0681,72.8541
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,9,59.2926,8.90513,4.09902,0.980992,70.8971,73.2777
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,10,59.3975,8.91212,4.09586,0.973824,71.2949,73.3793
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,11,58.7709,8.91659,4.09002,0.970752,70.899,72.7482
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,12,59.3876,8.93632,4.0956,0.980992,71.85,73.4005
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,13,59.3117,8.90446,4.09373,0.971776,70.827,73.2817
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,14,59.3844,8.94696,4.08904,0.973824,71.4553,73.3942
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,15,59.1997,8.88978,4.09237,0.976896,71.0311,73.1588
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,16,59.2592,8.90463,4.09088,0.969728,71.1498,73.2245
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,17,59.1745,8.94329,4.09043,0.971776,71.2764,73.18
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,18,59.1105,8.92722,4.08821,0.976896,71.4854,73.1029
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,19,58.9926,8.91443,4.08764,0.98304,71.2688,72.9777
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,20,59.0232,8.91215,4.09002,0.97792,71.546,73.0033
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,21,59.2896,8.89837,4.09843,0.970752,70.7606,73.2571
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,22,59.4491,8.90256,4.09184,0.98304,71.6282,73.4265
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,23,59.1781,8.92594,4.09025,0.9728,71.2533,73.1671
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,24,58.5558,8.91521,4.09416,0.971776,70.7275,72.537
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,25,59.091,8.91275,4.10025,0.978944,71.7093,73.0829
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,26,59.4072,8.91466,4.09238,0.973824,71.1179,73.3881
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,27,59.0638,8.92133,4.09139,0.975872,71.1785,73.0524
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,28,59.2918,8.898,4.09748,0.979968,71.5873,73.2673
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,29,59.17,8.91024,4.09115,0.968704,71.1657,73.1401
