dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,0,1.01286,1602.77,6.7335,3.42726,1576.89,1613.94
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,1,0.95936,1551.71,6.70687,2.44733,1545.6,1561.83
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,2,0.981792,1589.13,6.71506,2.45658,1584.72,1599.28
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,3,0.958912,1542.48,6.75759,2.4576,1552.32,1552.66
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,4,0.979456,1574.87,6.75066,2.46269,1570.62,1585.06
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,5,0.959712,1592.4,6.71972,2.45251,1584.07,1602.53
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,6,0.980256,1575.67,6.73425,2.45859,1586.01,1585.84
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,7,0.96144,1711.78,6.77402,2.46781,1722.13,1721.98
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,8,0.957888,1663.19,6.69228,2.4473,1657.74,1673.29
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,9,0.958304,1525.51,6.71616,2.45456,1535.78,1535.64
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,10,0.976512,1530.49,6.71394,2.45965,1525.13,1540.64
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,11,0.95744,1578.46,7.05029,2.34598,1587.33,1588.82
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,12,0.957152,1512.55,7.11527,2.34803,1519.56,1522.97
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,13,0.957152,1582.16,6.71641,2.45037,1592.43,1592.29
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,14,0.959744,1557.03,6.71749,2.44835,1567.3,1567.16
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,15,0.958176,1541.87,6.69413,2.4463,1542.61,1551.97
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,16,0.978688,1526.05,6.73981,2.45862,1536.4,1536.23
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,17,0.958656,1566.95,6.69041,2.44528,1561.83,1577.05
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,18,0.957056,1534.03,6.68891,2.44429,1541.79,1544.12
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,19,0.95248,1514.65,6.64135,2.44624,1524.69,1524.69
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,20,0.959904,1560.37,6.72055,2.44832,1570.64,1570.5
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,21,0.958784,1575.82,6.71519,2.44726,1586.08,1585.94
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,22,0.95808,1520.93,6.68988,2.44323,1528.69,1531.02
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,23,0.958912,1526.14,7.02869,2.34394,1529.99,1536.47
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,24,0.95776,1534.34,6.69115,2.44221,1541.81,1544.43
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,25,0.979712,1582.87,6.72502,2.44627,1593.2,1593.02
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,26,0.960544,1592.82,6.68588,2.44323,1599.13,1602.91
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,27,0.95808,1529.27,6.69901,2.45034,1530.97,1539.38
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,28,0.957856,1549.48,6.68988,2.44419,1557.21,1559.57
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,29,0.956128,1512.69,6.64702,2.44326,1516.59,1522.73
