dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,0,31.2458,372.81,1.05109,0.466944,405.352,405.574
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,1,32.1613,248.893,1.0432,0.270336,283.262,282.368
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,2,30.1971,270.807,1.0149,0.272384,300.832,302.291
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,3,31.7894,251.835,1.01833,0.273408,285.956,284.916
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,4,30.5376,256.873,1.01106,0.271328,284.389,288.693
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,5,32.0989,263.745,1.01614,0.27136,298.191,297.131
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,6,30.0775,249.549,1.01621,0.270336,281.411,280.913
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,7,29.93,264.943,1.02738,0.265216,297.267,296.166
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,8,31.989,256.873,1.01827,0.265184,291.28,290.146
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,9,30.1906,272.421,1.01454,0.274432,302.527,303.9
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,10,30.1606,253.626,1.01487,0.273376,285.59,285.074
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,11,30.263,274.751,1.01335,0.273408,295.051,306.301
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,12,29.9274,288.046,1.01409,0.268288,317.587,319.255
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,13,30.1756,267.95,1.01284,0.268288,297.627,299.406
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,14,30.4011,272.451,1.01554,0.272352,299.44,304.14
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,15,30.3895,273.546,1.01035,0.270336,306.203,305.216
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,16,32.2716,256.745,1.02375,0.270336,291.424,290.31
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,17,32.1297,290.97,1.04902,0.281632,315.535,324.431
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,18,30.069,258.423,1.01337,0.267264,281.495,289.772
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,19,32.1271,248.148,1.01556,0.268288,282.528,281.559
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,20,30.1591,250.985,1.01654,0.273408,281.671,282.434
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,21,30.0267,264.811,1.01585,0.268256,296.264,296.122
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,22,30.1228,273.884,1.03896,0.275456,301.973,305.321
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,23,29.9348,272.507,1.02457,0.272384,300.601,303.739
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,24,30.0064,279.715,1.01317,0.267232,308.126,311.001
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,25,30.3946,275.304,1.01465,0.271328,300.451,306.985
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,26,32.0336,258.264,1.02578,0.271328,292.707,291.595
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,27,30.1407,275.279,1.02116,0.273408,305.894,306.714
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,28,30.0633,301.475,1.01252,0.27136,333.451,332.822
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,29,32.1321,261.767,1.01731,0.272384,296.259,295.189
