dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,0,65.8832,668.588,4.21553,1.05878,739.43,739.746
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,1,63.6982,516.12,4.19103,0.746464,584.871,584.756
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,2,64.2637,510.097,4.14108,0.7424,579.035,579.244
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,3,63.4585,504.015,4.14705,0.752608,572.276,572.373
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,4,64.0518,498.143,4.18114,0.756736,567.267,567.133
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,5,63.5353,502.411,4.17893,0.756736,571.019,570.882
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,6,63.6078,497.73,4.16951,0.754656,566.107,566.261
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,7,63.466,481.866,4.20515,0.75056,550.23,550.288
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,8,63.4095,500.517,4.1462,0.748512,568.7,568.821
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,9,63.6073,496.761,4.1459,0.741376,565.03,565.255
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,10,64.0535,491.925,4.15925,0.741344,560.417,560.879
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,11,64.0692,490.91,4.15962,0.74448,559.996,559.883
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,12,64.2019,490.163,4.14512,0.741312,558.66,559.251
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,13,59.9846,500.063,4.14522,0.741344,562.909,564.934
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,14,60.1628,507.847,4.154,0.750592,572.203,572.915
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,15,63.9875,490.659,4.17029,0.751584,559.679,559.568
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,16,63.5686,489.757,4.14992,0.7424,557.98,558.218
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,17,64.0567,488.92,4.16065,0.749536,557.999,557.886
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,18,64.0888,490.677,4.14817,0.746464,559.547,559.66
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,19,63.5219,515.441,4.22969,0.766944,583.818,583.96
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,20,59.8008,498.112,4.16545,0.750592,557.28,562.829
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,21,59.6089,498.698,4.14583,0.743424,560.518,563.196
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,22,59.9184,492.032,4.15493,0.7424,547.09,556.848
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,23,59.3052,497.7,4.14522,0.7424,561.684,561.892
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,24,63.5587,491.203,4.14167,0.741312,559.48,559.645
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,25,63.642,489.295,4.14684,0.74032,557.669,557.824
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,26,63.9897,504.938,4.17564,0.750592,573.963,573.854
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,27,63.5708,499.727,4.15444,0.746496,567.985,568.198
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,28,59.3528,519.001,4.21573,0.754624,581.134,583.324
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,29,60.0574,506.784,4.15229,0.748512,567.225,571.743
