dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,0.991744,919.451,4.7309,1.58003,825.191,926.753
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,0.957856,889.114,4.66802,1.06189,808.211,895.802
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,0.974848,891.156,4.65901,1.06598,817.578,897.856
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,0.975328,877.515,4.61948,1.06803,795.931,884.178
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,0.956832,896.709,4.59192,1.06598,803.641,903.324
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,0.965888,877.708,4.66261,1.07827,795.11,884.414
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,0.959488,882.618,4.86176,1.0711,798.01,889.51
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,0.97504,883.502,4.62636,1.06803,820.851,890.172
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,0.956704,861.434,4.59219,1.06803,780.028,868.051
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,0.958656,886.511,4.63521,1.06598,825.669,893.171
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,0.956576,885.292,4.57196,1.07008,806.188,891.891
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,0.966464,878.103,4.63926,1.08032,782.563,884.789
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,0.971936,874.565,4.62676,1.06394,792.428,881.228
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,0.97168,884.731,4.72146,1.06394,797.481,891.488
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,0.956736,880.579,4.65793,1.06496,799.28,887.258
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,0.974112,882.049,4.86629,1.06906,805.132,888.958
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,0.975264,893.9,4.79153,1.06598,825.148,900.733
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,0.959104,892.041,4.74032,1.06598,782.571,898.806
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,0.973152,880.402,4.66952,1.06803,796.696,887.113
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,0.975136,875.209,4.66885,1.06394,790.55,881.917
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,0.974784,877.008,4.62433,1.06394,796.325,883.671
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,0.957536,878.19,4.66532,1.06906,797.4,884.882
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,0.959168,867.963,4.69211,1.07008,793.611,874.685
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,0.981408,865.769,4.86888,1.07622,787.305,872.695
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,0.957856,884.431,4.63866,1.06906,801.703,891.096
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,0.975872,877.961,4.63125,1.06701,808.001,884.635
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,0.95872,895.017,4.63093,1.06701,800.895,901.674
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,0.97616,875.64,4.60731,1.06803,785.684,882.292
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,0.974912,879.772,4.61067,1.06701,795.58,886.425
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,0.977056,881.786,4.65642,1.06496,793.179,888.485
