dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,0,221.959,5.30636,24.4343,3.80314,255.623,255.503
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,1,219.546,5.29683,22.6223,3.56147,251.105,251.026
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,2,220.146,5.29216,21.3585,3.50413,250.378,250.301
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,3,221.239,5.29689,21.3534,3.51846,251.494,251.408
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,4,221.183,5.29429,21.3485,3.51334,251.424,251.339
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,5,221.422,5.29615,21.365,3.51334,251.686,251.596
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,6,221.303,5.30253,21.3513,3.49184,251.534,251.449
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,7,219.492,5.2942,21.3425,3.5031,249.719,249.632
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,8,221.416,5.29652,21.3412,3.50413,251.636,251.558
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,9,221.386,5.29503,21.3452,3.51334,251.624,251.54
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,10,221.02,5.2934,21.3584,3.51334,251.267,251.185
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,11,219.449,5.29255,21.339,3.50003,249.662,249.581
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,12,219.868,5.2988,21.3786,3.5113,250.15,250.057
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,13,221.242,5.30259,21.3497,3.50003,251.479,251.394
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,14,218.69,5.29372,21.3563,3.51437,248.934,248.855
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,15,219.397,5.29354,21.3441,3.49901,249.614,249.533
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,16,219.542,5.29718,21.3451,3.50413,249.768,249.688
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,17,221.23,5.29796,21.3491,3.51744,251.478,251.395
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,18,221.163,5.30032,21.3449,3.50822,251.398,251.316
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,19,218.511,5.29424,21.352,3.5072,248.745,248.665
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,20,221.255,5.29166,21.3446,3.51232,251.484,251.404
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,21,218.563,5.29474,21.3588,3.51744,248.814,248.734
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,22,218.68,5.2935,21.3663,3.50925,248.927,248.849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,23,219.378,5.29446,21.3526,3.51539,249.62,249.541
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,24,218.703,5.3125,21.3522,3.5031,248.95,248.871
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,25,219.416,5.29389,21.3511,3.5113,249.65,249.572
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,26,219.501,5.29391,21.3591,3.50208,249.735,249.656
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,27,220.953,5.29299,21.354,3.49798,251.181,251.098
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,28,219.263,5.29245,21.3582,3.5113,249.506,249.425
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,29,221.404,5.29599,21.3764,3.5072,251.668,251.584
