dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,0,3.55946,5.30216,33.0184,7.67795,49.6901,49.558
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,1,3.1608,5.29899,33.1059,7.4967,49.214,49.0624
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,2,3.15261,5.29123,31.8633,7.47827,47.9259,47.7854
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,3,3.15808,5.29419,32.5747,7.46701,48.633,48.494
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,4,3.1664,5.2968,33.2078,7.50694,49.319,49.178
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,5,3.1567,5.29251,31.6897,7.4793,47.7569,47.6182
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,6,3.1607,5.29044,33.2331,7.47725,49.3014,49.1615
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,7,3.16259,5.29392,33.5785,7.4752,49.6528,49.5103
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,8,3.1687,5.29036,33.0839,7.46906,49.1533,49.0121
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,9,3.16429,5.29641,33.2742,7.50797,49.3867,49.2429
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,10,3.16742,5.29768,33.4397,7.48339,49.5306,49.3882
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,11,3.16285,5.2953,33.1235,7.49363,49.2169,49.0753
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,12,3.15347,5.29181,32.5772,7.48237,48.6454,48.5048
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,13,3.16195,5.2964,33.2002,7.48134,49.2843,49.1399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,14,3.15046,5.29705,33.1996,7.48237,49.2729,49.1294
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,15,3.15539,5.2923,32.548,7.47315,48.6079,48.4689
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,16,3.16592,5.29084,32.5313,7.48442,48.6117,48.4725
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,17,3.15984,5.29189,33.2676,7.48237,49.3415,49.2017
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,18,3.16374,5.29701,32.5459,7.49773,48.6474,48.5044
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,19,3.16304,5.3038,33.1032,7.47315,49.1882,49.0432
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,20,3.1489,5.29251,33.1917,7.49978,49.276,49.1329
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,21,3.16051,5.29447,32.4339,7.48237,48.5099,48.3712
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,22,3.16419,5.29466,33.2837,7.48646,49.3713,49.229
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,23,3.16317,5.29704,32.3759,7.46803,48.4456,48.3042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,24,3.16928,5.29665,33.1332,7.49568,49.2407,49.0948
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,25,3.15114,5.29195,33.2546,7.48954,49.3285,49.1872
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,26,3.17261,5.29118,33.1987,7.4752,49.2782,49.1377
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,27,3.16278,5.29383,33.148,7.46598,49.2146,49.0706
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,28,3.17075,5.29399,32.5835,7.48544,48.6852,48.5337
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,512,29,3.1464,5.29299,33.9629,7.48442,50.0281,49.8867
