dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,0,1.89674,1089.37,6.6569,2.6839,1100.6,1100.6
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,1,0.937088,829.538,6.38094,2.26608,833.366,839.122
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,2,0.98,836.363,6.71494,2.35008,836.325,846.408
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,3,0.976928,822.037,6.76312,2.33984,831.956,832.117
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,4,0.932256,827.946,6.38398,2.26294,832.862,837.525
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,5,0.960864,820.881,6.61768,2.39002,830.644,830.849
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,6,0.974272,825.859,6.65667,2.33574,833.043,835.826
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,7,0.978304,821.803,6.68304,2.33984,823.66,831.804
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,8,0.975296,836.19,6.76047,2.33984,846.145,846.266
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,9,0.979008,824.877,6.76578,2.34598,829.504,834.968
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,10,0.930976,819.194,6.33325,2.26192,828.024,828.72
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,11,0.963136,821.992,6.58296,2.36646,831.733,831.904
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,12,0.931328,820.748,6.37491,2.26294,830.423,830.317
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,13,0.976256,823.758,6.76558,2.34086,833.701,833.841
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,14,0.931136,826.016,6.42923,2.26298,835.755,835.64
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,15,0.975328,821.046,6.75939,2.3255,830.718,831.106
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,16,0.981312,819.72,6.75702,2.34189,819.068,829.8
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,17,0.964448,829.271,6.65743,2.39206,839.134,839.284
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,18,0.977792,819.758,6.70835,2.35315,829.682,829.797
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,19,0.960288,823.921,6.51271,2.38387,833.604,833.778
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,20,0.960384,820.592,6.53436,2.37773,830.348,830.465
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,21,0.959008,821.636,6.56508,2.3849,831.415,831.545
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,22,0.97408,822.796,6.77692,2.3337,828.643,832.88
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,23,0.976128,823.043,6.74361,2.31629,832.889,833.079
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,24,0.973888,818.8,6.71359,2.3296,828.771,828.817
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,25,0.982144,818.642,6.68664,2.34291,828.564,828.653
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,26,0.974272,823.998,6.76678,2.33165,833.847,834.071
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,27,0.976992,821.014,6.70566,2.33984,830.851,831.036
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,28,0.97696,823.12,6.74724,2.3296,830.812,833.174
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,29,0.980896,823.92,6.75715,2.36032,833.872,834.018
