dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,0,37.7453,487.883,4.75935,1.1991,472.045,531.587
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,1,38.1425,446.493,4.6881,0.674816,445.889,489.998
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,2,37.9219,456.379,4.80042,0.679936,450.325,499.781
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,3,38.2132,447.639,4.78504,0.677888,450.728,491.315
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,4,38.2005,448.567,4.79406,0.678912,451.691,492.24
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,5,38.166,453.227,4.70025,0.669696,445.648,496.763
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,6,37.7583,446.852,4.8234,0.678912,449.145,490.112
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,7,37.8874,449.413,4.71544,0.674816,442.219,492.69
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,8,38.971,457.629,4.7919,0.688128,456.809,502.08
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,9,38.0633,460.69,4.73816,0.674816,454.309,504.166
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,10,38.047,456.606,4.71391,0.671744,454.588,500.039
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,11,38.3827,451.936,4.67956,0.669696,445.708,495.668
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,12,38.9421,448.142,4.72935,0.678912,451.304,492.492
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,13,38.0702,453.4,4.67787,0.674816,451.247,496.823
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,14,38.0519,455.022,4.71937,0.672768,455.075,498.466
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,15,38.2567,469.746,4.78104,0.679936,475.683,513.463
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,16,37.9686,469.043,4.76696,0.673792,483.036,512.452
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,17,37.7173,463.704,4.82823,0.679936,462.868,506.929
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,18,38.0906,456.551,4.79329,0.67584,445.674,500.11
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,19,38.3368,447.806,4.81661,0.688128,448.808,491.648
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,20,38.0773,442.798,4.74469,0.676864,444.454,486.297
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,21,38.3252,441.686,4.78973,0.679936,441.689,485.481
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,22,38.0316,459.609,4.81835,0.674816,460.71,503.134
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,23,38.1314,450.014,4.8043,0.678912,440.868,493.629
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,24,38.2622,449.231,4.79466,0.677888,447.956,492.966
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,25,38.1833,459.8,4.80629,0.673792,454.537,503.464
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,26,37.8822,440.348,4.80128,0.674816,441.679,483.707
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,27,38.3183,441.039,4.82593,0.674816,438.252,484.858
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,28,37.9553,447.206,4.78866,0.671744,446.176,490.621
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,29,37.9687,450.048,4.74901,0.685056,447.037,493.451
