dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,0,3.54678,5.30087,20.3331,7.66874,36.982,36.8495
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,1,3.16394,5.29166,20.5998,7.49363,36.6888,36.5491
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,2,3.15584,5.29008,20.6647,7.48749,36.7396,36.5981
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,3,3.1601,5.28835,20.5123,7.49158,36.5915,36.4524
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,4,3.1599,5.28931,20.5124,7.46906,36.5638,36.4306
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,5,3.15837,5.28946,20.3268,7.48442,36.3989,36.2591
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,6,3.14768,5.29489,20.7101,7.48442,36.778,36.6371
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,7,3.16256,5.29081,20.7115,7.48237,36.7864,36.6472
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,8,3.16237,5.2947,20.3733,7.48749,36.4572,36.3179
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,9,3.16896,5.2906,20.5237,7.4752,36.5982,36.4584
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,10,3.15987,5.28968,20.5569,7.46598,36.6142,36.4724
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,11,3.17181,5.29403,20.4455,7.48646,36.5371,36.3978
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,12,3.15203,5.29699,20.5065,7.5049,36.6,36.4604
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,13,3.17376,5.28999,20.751,7.4711,36.8269,36.6859
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,14,3.15376,5.29172,20.7414,7.47315,36.8002,36.6601
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,15,3.17629,5.30056,20.5456,7.4711,36.6308,36.4936
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,16,3.16998,5.29093,20.4406,7.48442,36.5249,36.3859
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,17,3.16099,5.29073,20.426,7.47213,36.4889,36.3499
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,18,3.14947,5.28846,20.5843,7.4793,36.643,36.5015
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,19,3.1689,5.29261,20.6784,7.48749,36.7666,36.6274
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,20,3.16336,5.29015,20.6616,7.4793,36.7332,36.5945
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,21,3.16394,5.29046,20.5804,7.46496,36.6332,36.4998
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,22,3.16288,5.28708,20.6007,7.47315,36.6624,36.5238
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,23,3.16605,5.29095,20.5679,7.47622,36.6415,36.5012
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,24,3.15709,5.2889,20.7193,7.47725,36.7823,36.6426
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,25,3.15005,5.29109,20.6651,7.48954,36.7346,36.5958
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,26,3.17312,5.29061,20.805,7.50694,36.9129,36.7757
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,27,3.1647,5.28844,20.7279,7.48646,36.8061,36.6675
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,28,3.16067,5.29047,20.5713,7.48032,36.6412,36.5028
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,29,3.15312,5.28961,20.7365,7.48237,36.7996,36.6616
