dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,1.50352,1074.37,6.22322,1.29638,1082.14,1083.4
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,0.966912,831.634,5.10425,0.994304,838.809,838.699
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,1.0111,826.453,6.2173,1.07008,834.834,834.751
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,1.01251,825.627,6.23153,1.0752,832.811,833.946
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,0.962112,826.928,5.09438,0.988128,834.079,833.973
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,1.0129,833.426,6.16807,1.06701,839.693,841.674
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,1.00832,825.657,6.1488,1.06701,833.91,833.882
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,0.962368,826.148,5.12329,0.9912,833.332,833.225
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,0.959776,828.359,5.16407,0.994272,835.579,835.478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,0.957504,836.93,5.08294,0.993248,839.043,843.964
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,1.00666,832.646,6.17789,1.06189,833.996,840.893
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,0.961376,835.281,5.13166,0.994272,840.157,842.368
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,1.00758,832.345,6.21729,1.07315,839.942,840.643
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,1.01789,839.104,6.22625,1.07622,847.463,847.424
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,1.01702,843.441,6.21747,1.07008,851.845,851.746
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,0.957344,830.935,5.11727,0.994336,838.11,838.003
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,1.01264,834.201,6.1769,1.07213,842.506,842.462
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,0.970944,830.562,5.11253,0.9912,834.49,837.636
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,1.00784,827.469,6.1976,1.07213,833.494,835.746
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,1.01059,838.511,6.19087,1.06701,844.698,846.78
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,1.00902,830.188,6.22609,1.06598,835.831,838.489
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,0.956192,832.334,5.11223,0.98816,838.361,839.391
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,0.956768,835.12,5.10664,0.98608,841.462,842.169
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,1.00538,832.642,6.19375,1.06701,837.436,840.908
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,0.957856,831.565,5.11866,0.988096,836.677,838.629
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,0.958208,833.467,5.11966,0.985056,836.985,840.53
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,0.957248,837.391,5.09434,0.988128,841.435,844.43
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,1.01078,832.23,6.18077,1.06598,840.519,840.488
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,1.01059,832.254,6.20636,1.07008,840.588,840.541
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,0.956928,829.849,5.14329,0.992224,837.046,836.942
