dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,0,43.9101,582.22,3.44956,1.5503,619.962,631.13
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,1,42.5773,424.899,3.4011,1.17856,469.01,472.056
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,2,42.6162,429.23,3.43683,1.17754,476.588,476.461
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,3,42.6571,414.759,3.40441,1.18778,461.757,462.008
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,4,43.025,417.05,3.42856,1.17654,464.801,464.68
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,5,42.6977,421.298,3.41613,1.1745,468.706,468.586
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,6,42.6688,416.917,3.43095,1.17549,464.312,464.192
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,7,42.5595,429.108,3.44011,1.18979,475.858,476.297
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,8,42.6782,423.011,3.41173,1.17446,470.391,470.276
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,9,42.5994,413.806,3.3899,1.17344,460.533,460.969
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,10,42.7814,414.246,3.42952,1.17242,461.74,461.63
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,11,42.7101,412.322,3.4552,1.17139,459.802,459.659
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,12,42.5866,412.816,3.47415,1.18877,460.192,460.066
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,13,42.5019,416.01,3.38691,1.17443,456.985,463.073
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,14,42.5623,412.95,3.40057,1.17238,459.026,460.085
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,15,42.5615,413.559,3.3848,1.17446,460.312,460.68
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,16,43.6429,412.364,3.46925,1.19501,460.809,460.671
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,17,42.5542,414.564,3.39921,1.17754,459.726,461.694
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,18,42.6381,412.674,3.39032,1.1704,455.714,459.872
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,19,42.5671,417.904,3.42669,1.18262,465.211,465.081
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,20,43.1761,412.832,3.41742,1.1775,460.743,460.603
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,21,43.0466,412.008,3.3946,1.17136,459.235,459.62
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,22,42.6071,412.935,3.40796,1.17651,460.242,460.127
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,23,42.5413,413.328,3.38534,1.17344,453.729,460.428
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,24,42.5977,413.306,3.39676,1.17648,458.41,460.477
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,25,42.537,459.753,3.3802,1.17549,465.896,506.846
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,26,42.5407,509.511,3.39771,1.17546,541.567,556.625
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,27,42.4542,469.436,3.38652,1.17347,490.116,516.45
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,28,42.5337,444.582,3.38954,1.17658,484.166,491.682
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,29,42.5067,426.575,3.38758,1.17136,456.024,473.641
