dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,0,444.669,10.5488,58.5996,14.4374,528.379,528.255
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,1,448.546,10.5351,54.9109,14.3145,528.393,528.307
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,2,443.883,10.5315,53.9725,14.336,522.808,522.723
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,3,447.326,10.5347,54.5282,14.3698,526.844,526.758
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,4,441.824,10.5311,53.8236,14.3831,520.645,520.562
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,5,444.055,10.53,54.275,14.3452,523.291,523.205
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,6,441.511,10.5321,53.5954,14.3309,520.069,519.969
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,7,441.413,10.532,53.8849,14.3268,520.24,520.156
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,8,447.349,10.5365,53.7133,14.3841,526.071,525.983
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,9,444.274,10.5382,54.4811,14.3913,523.773,523.685
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,10,446.815,10.5391,54.0196,14.3657,525.825,525.739
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,11,441.424,10.5333,54.4024,14.3319,520.779,520.691
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,12,441.853,10.5341,54.4051,14.3565,521.236,521.149
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,13,441.525,10.5342,54.0415,14.3534,520.537,520.454
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,14,447.357,10.5346,53.8634,14.3503,526.192,526.106
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,15,447.857,10.536,54.1906,14.3821,527.05,526.965
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,16,448.046,10.5328,53.4265,14.337,526.427,526.343
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,17,442.587,10.5363,53.5889,14.3647,521.161,521.077
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,18,444.375,10.5317,54.2301,14.3288,523.553,523.465
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,19,448.319,10.5325,53.9675,14.4087,527.316,527.228
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,20,441.442,10.5349,54.1402,14.3432,520.546,520.46
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,21,441.743,10.5327,54.1956,14.3585,520.917,520.83
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,22,443.652,10.5328,53.9868,14.3688,522.627,522.54
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,23,443.98,10.5363,53.8512,14.3473,522.8,522.714
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,24,442.046,10.5374,54.1872,14.3626,521.218,521.133
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,25,448.825,10.5376,53.8437,14.3718,527.667,527.579
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,26,441.374,10.5347,54.3257,14.3329,520.655,520.567
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,27,441.837,10.5307,53.9264,14.3708,520.75,520.665
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,28,443.186,10.5342,53.9382,14.3503,522.105,522.009
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,29,443.54,10.5446,54.0096,14.4026,522.591,522.497
