dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,0,1.91206,23.8902,8.55003,3.7929,38.2751,38.1452
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,1,1.44131,14.2739,8.52013,3.5881,27.8839,27.8235
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,2,1.4384,14.3146,8.42177,3.61779,27.8359,27.7925
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,3,1.43699,14.2911,8.45143,3.59731,27.8637,27.7768
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,4,1.43501,14.3188,8.39284,3.60141,27.8386,27.7481
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,5,1.4359,14.2908,8.41269,3.60448,27.8315,27.7439
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,6,1.43798,14.3473,8.40013,3.58502,27.8095,27.7704
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,7,1.43856,14.3075,8.40898,3.60243,27.8127,27.7575
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,8,1.43834,14.2839,8.44114,3.59117,27.817,27.7546
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,9,1.43904,14.2989,8.42196,3.6055,27.8486,27.7654
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,10,1.43728,14.2821,8.49077,3.57478,27.8637,27.785
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,11,1.43802,14.3428,8.46987,3.59322,27.792,27.8439
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,12,1.4375,14.4323,8.41658,3.60755,27.9942,27.894
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,13,1.43808,14.2903,8.45664,3.59424,27.866,27.7793
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,14,1.4415,14.6519,8.46293,3.57683,27.8111,28.1331
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,15,1.44531,14.6404,8.54295,3.57478,27.8407,28.2034
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,16,1.44093,14.6518,8.47241,3.54304,27.8686,28.1082
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,17,1.43968,14.6453,8.49986,3.584,27.9045,28.1689
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,18,1.4464,14.6478,8.55321,3.57376,27.8101,28.2211
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,19,1.44272,14.656,8.49085,3.56045,27.8889,28.1501
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,20,1.44717,14.6465,8.51646,3.5881,27.8023,28.1982
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,21,1.44317,14.6529,8.53369,3.57069,27.8056,28.2004
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,22,1.44522,14.6465,8.46023,3.57683,27.7856,28.1288
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,23,1.44416,14.6594,8.50519,3.56864,27.8294,28.1774
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,24,1.44477,14.6632,8.54374,3.57683,27.8302,28.2286
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,25,1.44294,14.6205,8.57964,3.56557,27.8086,28.2086
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,26,1.44304,14.712,8.39136,3.584,27.7939,28.1304
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,27,1.45747,14.6975,8.48603,3.59936,27.8168,28.2404
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,28,1.44547,14.6719,8.46601,3.61267,27.8312,28.1961
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,29,1.44054,14.6764,8.45773,3.5799,27.8199,28.1546
