dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,0,3.6225,5.3011,29.9555,3.90758,42.8976,42.7867
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,1,3.24403,5.29438,29.9478,3.78266,42.3979,42.2688
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,2,3.25062,5.29247,29.9539,3.77958,42.4074,42.2766
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,3,3.2505,5.29259,29.9545,3.77549,42.4016,42.273
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,4,3.25354,5.29157,29.9342,3.78675,42.3954,42.2661
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,5,3.24387,5.29171,29.9351,3.77139,42.3714,42.2421
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,6,3.25219,5.29164,29.9418,3.77856,42.3931,42.2642
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,7,3.24746,5.29456,29.962,3.79085,42.4373,42.2949
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,8,3.25584,5.2949,29.9439,3.78163,42.4072,42.2763
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,9,3.24387,5.29164,29.9561,3.78163,42.4044,42.2732
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,10,3.24906,5.29263,29.9508,3.77549,42.3968,42.2679
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,11,3.24675,5.29623,29.9355,3.77242,42.3794,42.2509
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,12,3.24243,5.29364,29.9434,3.78675,42.3991,42.2662
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,13,3.24931,5.29503,29.9516,3.7847,42.4107,42.2807
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,14,3.25117,5.29268,29.9376,3.77549,42.3877,42.2569
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,15,3.25616,5.29346,29.9468,3.77242,42.3981,42.2688
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,16,3.24298,5.29261,29.9528,3.77754,42.3959,42.2659
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,17,3.25082,5.29401,29.9372,3.78675,42.3971,42.2688
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,18,3.2631,5.29702,29.9602,3.79187,42.4405,42.3122
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,19,3.2553,5.29304,29.9511,3.77549,42.4044,42.2749
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,20,3.25603,5.29455,29.9605,3.78061,42.4227,42.2917
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,21,3.244,5.29301,29.9343,3.78061,42.3824,42.2519
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,22,3.25322,5.29432,29.9434,3.78675,42.4066,42.2777
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,23,3.25555,5.29245,29.9494,3.77958,42.4058,42.277
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,24,3.24589,5.29439,29.933,3.78163,42.3849,42.2549
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,25,3.2536,5.2917,29.9412,3.78163,42.3985,42.2681
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,26,3.2488,5.29069,29.9444,3.77651,42.3895,42.2604
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,27,3.25638,5.2935,29.9342,3.7847,42.3969,42.2688
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,28,3.23978,5.29068,29.9397,3.77754,42.3768,42.2477
3,float,uniform,GPU,"D | D | D | D | N | D",1,512,29,3.23888,5.28948,29.9534,3.77242,42.3832,42.2542
