dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,62.9722,695.856,3.71534,1.47347,764.229,764.017
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,62.5746,668.414,3.67904,0.876544,735.664,735.544
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,62.488,658.667,3.65655,0.874432,725.809,725.686
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,62.5554,668,3.67371,0.875488,735.228,735.104
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,62.7585,662.906,3.45252,0.863232,730.096,729.98
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,62.5808,663.129,3.72745,0.900128,730.483,730.337
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,62.6179,675.11,3.67805,0.87856,742.4,742.284
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,62.7854,673.904,3.65996,0.875488,741.347,741.225
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,63.3911,680.063,3.71889,0.90416,748.225,748.077
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,62.6382,665.716,3.71402,0.878592,733.066,732.946
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,62.632,660.81,3.68363,0.880608,728.125,728.006
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,62.5126,673.32,3.65826,0.879616,740.488,740.37
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,62.7757,680.226,3.65308,0.876512,747.656,747.531
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,62.2829,667.713,3.65057,0.879552,734.643,734.526
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,62.4321,682.927,3.67929,0.878528,750.033,749.917
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,62.6884,682.933,3.65801,0.87552,750.277,750.155
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,62.5276,663.393,3.6493,0.877504,730.564,730.447
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,62.6417,664.888,3.65326,0.874496,732.179,732.057
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,62.7396,679.46,3.66344,0.876512,746.859,746.739
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,62.882,667.582,3.464,0.862208,734.731,734.79
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,62.8511,678.483,3.63416,0.87648,745.966,745.845
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,62.6217,665.206,3.48811,0.862208,732.211,732.177
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,63.0043,682.841,3.64968,0.87856,750.499,750.373
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,62.7002,685.709,3.66017,0.874464,753.059,752.944
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,62.7076,675.997,3.46019,0.863232,743.04,743.028
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,62.6516,684.899,3.56776,0.890848,752.014,752.01
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,62.7982,676.869,3.67788,0.87648,744.339,744.222
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,62.7584,668.866,3.46542,0.864256,736.044,735.954
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,62.5498,660.459,3.66458,0.882656,727.674,727.556
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,62.7184,663.814,3.64544,0.875456,731.17,731.053
