dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,119.329,22.1567,9.54651,1.67834,148.319,152.711
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,117.301,14.1304,9.54045,1.536,139.382,142.507
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,118.156,14.1449,9.53139,1.5319,139.312,143.364
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,117.134,14.1633,9.53918,1.53088,139.23,142.368
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,117.117,14.1784,9.49697,1.53702,138.936,142.329
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,117.893,14.1538,9.56072,1.53395,138.1,143.142
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,118.426,14.1238,9.53439,1.53395,138.69,143.618
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,117.551,14.1552,9.52109,1.53293,139.156,142.76
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,117.68,14.0693,9.55551,1.53395,139.229,142.838
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,117.838,14.0819,9.4925,1.53395,137.959,142.946
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,117.328,14.0788,9.48738,1.53805,139.289,142.432
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,117.811,14.0995,9.49401,1.53498,138.745,142.939
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,116.477,14.0967,9.48543,1.5319,137.724,141.591
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,117.873,14.037,9.52779,1.53293,138.276,142.971
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,117.722,14.0717,9.49425,1.5319,139.17,142.82
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,117.823,14.0502,9.49196,1.54112,138.941,142.907
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,116.434,14.2757,9.56512,1.53498,139.614,141.81
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,117.746,14.0755,9.49857,1.52781,138.317,142.847
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,118.254,14.1452,9.58452,1.53293,139.969,143.516
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,117.319,14.1343,9.48557,1.53702,139.146,142.476
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,116.998,14.1472,9.53024,1.536,139.432,142.211
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,117.101,14.1704,9.5202,1.53702,138.182,142.328
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,116.908,14.009,9.56233,1.54214,137.707,142.021
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,117.397,14.0827,9.54345,1.53907,139.151,142.562
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,116.631,14.1196,9.50682,1.53498,138.823,141.793
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,117.702,14.0895,9.50501,1.53395,137.853,142.831
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,117.429,14.1497,9.49806,1.53293,139.189,142.609
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,116.799,14.0927,9.55138,1.53805,138.171,141.982
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,117.555,14.0833,9.48462,1.536,137.799,142.659
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,117.643,14.1221,9.52848,1.52986,139.233,142.823
