dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,0,226.007,5.29926,27.2669,7.6841,266.39,266.257
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,1,224.616,5.29361,27.3288,7.47213,264.798,264.711
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,2,223.838,5.29185,27.2454,7.47827,263.941,263.854
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,3,223.685,5.29542,27.3851,7.48954,263.942,263.855
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,4,220.795,5.2923,27.4378,7.48646,261.096,261.012
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,5,222.393,5.294,27.2528,7.48851,262.524,262.428
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,6,222.255,5.2928,27.0243,7.48851,262.145,262.061
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,7,224.196,5.29155,27.2645,7.4967,264.337,264.249
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,8,224.338,5.29475,27.3836,7.48749,264.591,264.504
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,9,220.935,5.2931,27.2325,7.48954,261.037,260.95
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,10,222.544,5.29562,27.3984,7.48954,262.813,262.727
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,11,224.205,5.29533,27.2597,7.48442,264.333,264.245
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,12,223.776,5.29426,27.2452,7.48544,263.886,263.801
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,13,224.079,5.29065,27.4461,7.48134,264.383,264.297
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,14,224.499,5.29511,26.9511,7.46906,264.304,264.215
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,15,221.955,5.28929,27.1879,7.48646,262.004,261.918
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,16,224.027,5.29375,27.3039,7.47418,264.189,264.099
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,17,225.44,5.29638,27.2323,7.47213,265.529,265.44
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,18,222.39,5.29234,27.2692,7.48954,262.528,262.441
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,19,220.79,5.28986,27.1729,7.49773,260.84,260.751
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,20,221.316,5.29048,27.2747,7.46701,261.432,261.348
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,21,223.921,5.29248,27.1118,7.47725,263.89,263.803
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,22,224.97,5.29272,27.3205,7.48339,265.17,265.067
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,23,225.387,5.29282,27.149,7.47213,265.391,265.301
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,24,224.464,5.29042,26.8703,7.4793,264.192,264.104
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,25,224.045,5.29448,27.1263,7.48237,264.033,263.948
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,26,222.98,5.295,27.196,7.49568,263.053,262.967
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,27,220.89,5.2907,27.3732,7.48442,261.127,261.039
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,28,221.827,5.29365,27.2338,7.4752,261.917,261.83
3,float,uniform,CPU,"P | P | P | P | D | N",1,512,29,221.806,5.29041,27.2279,7.47622,261.886,261.801
