dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,0,1.49478,2152.05,8.67133,4.1728,2157.89,2166.39
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,1,1.40851,2098.43,7.43501,3.42221,2110.84,2110.7
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,2,1.42269,2061.43,8.58004,3.45907,2072.83,2074.89
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,3,1.41411,2068.02,7.41318,3.42426,2080.44,2080.28
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,4,1.41894,2053.36,8.53885,3.45395,2066.67,2066.77
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,5,1.41766,2080.22,7.4057,3.42838,2092.64,2092.48
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,6,1.41072,2034.77,7.50427,3.44464,2047.26,2047.13
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,7,1.42243,2029.67,8.61837,3.4601,2043.26,2043.17
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,8,1.4088,2040.05,7.40332,3.41085,2052.42,2052.28
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,9,1.41168,2062.3,7.41676,3.41904,2073.51,2074.55
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,10,1.4079,2044.66,7.52244,3.44976,2057.18,2057.04
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,11,1.42566,2077.25,8.6353,3.4591,2090.89,2090.77
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,12,1.40912,2041.9,7.41356,3.42522,2053.85,2054.15
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,13,1.41808,2036.44,7.47193,3.42829,2048.93,2048.76
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,14,1.41427,2009.77,7.45119,3.42211,2022.19,2022.06
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,15,1.408,2106.76,7.39775,3.41606,2119.13,2118.98
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,16,1.42454,2039.9,8.5428,3.45395,2053.46,2053.32
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,17,1.4215,2059.56,8.60984,3.46214,2073.17,2073.05
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,18,1.40918,2029.11,7.43174,3.42109,2041.51,2041.37
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,19,1.40886,2098.22,7.42335,3.40781,2110.6,2110.46
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,20,1.41514,1986.46,7.47298,3.43245,1998.95,1998.78
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,21,1.40995,2057.58,7.43772,3.41088,2069.69,2069.84
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,22,1.4065,2140.84,7.42741,3.41907,2153.23,2153.09
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,23,1.41261,2045.66,7.43492,3.4201,2058.07,2057.93
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,24,1.40896,2068.16,7.40654,3.41197,2080.52,2080.39
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,25,1.40864,2042.19,7.40928,3.41498,2054.56,2054.42
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,26,1.41517,1995.98,7.50333,3.4375,2008.51,2008.33
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,27,1.40698,2066.67,7.41601,3.41603,2079.04,2078.9
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,28,1.40918,2096.37,7.4107,3.4119,2108.75,2108.6
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,29,1.40973,2105.03,7.43666,3.41805,2117.43,2117.29
