dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,0,86.2512,1087.5,6.78167,2.62445,1183.34,1183.16
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,1,84.6673,828.788,6.70742,2.27226,921.3,922.435
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,2,84.699,821.01,6.72301,2.26298,914.815,914.695
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,3,85.1289,826.23,6.69309,2.2599,919.469,920.311
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,4,84.5915,826.497,6.73282,2.26202,920.202,920.083
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,5,84.7342,826.808,6.73629,2.28147,880.492,920.56
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,6,85.5343,827.771,6.7465,2.26301,922.442,922.315
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,7,85.2027,821.636,6.73548,2.26294,915.963,915.838
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,8,84.7663,820.717,6.69057,2.25885,912.471,914.432
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,9,84.4881,826.537,6.69575,2.26403,916.76,919.985
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,10,84.5719,856.282,6.68509,2.26397,917.224,949.803
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,11,84.6484,830.936,6.77587,2.27629,922.062,924.637
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,12,84.4756,821.633,6.68896,2.264,913.366,915.062
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,13,84.6146,820.055,6.72269,2.25888,913.767,913.651
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,14,84.8986,818.893,6.68521,2.26093,912.327,912.737
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,15,84.4491,819.964,6.73053,2.25994,913.523,913.403
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,16,84.622,827.614,6.73897,2.26093,921.361,921.236
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,17,84.5309,821.805,6.68537,2.26704,910.539,915.288
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,18,84.5308,820.533,6.72025,2.2599,914.161,914.044
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,19,84.6927,816.517,6.72432,2.26301,910.317,910.197
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,20,85.2305,828.576,6.68314,2.26502,920.176,922.755
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,21,85.4297,821.25,6.68335,2.25994,913.317,915.623
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,22,84.4781,820.182,6.68903,2.264,908.808,913.613
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,23,84.6994,823.223,6.73084,2.26093,917.035,916.914
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,24,84.8104,824.163,6.72217,2.27734,915.692,917.973
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,25,84.4502,820.823,6.71193,2.26499,914.354,914.25
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,26,84.6073,821.868,6.74157,2.26093,915.6,915.478
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,27,84.6291,820.915,6.68224,2.25782,913.646,914.484
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,28,84.5887,820.906,6.72624,2.26093,914.599,914.482
3,double,uniform,CPU,"P | P | P | P | D | N",6,512,29,84.8209,819.292,6.72795,2.25987,913.217,913.101
