dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,0,225.853,5.30049,28.8179,7.87558,267.968,267.847
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,1,222.614,5.29583,26.9684,7.61242,262.594,262.491
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,2,223.664,5.29448,25.7497,7.58067,262.373,262.289
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,3,222.258,5.29177,25.6003,7.58784,260.823,260.738
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,4,223.677,5.2926,25.61,7.59194,262.258,262.171
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,5,220.799,5.29252,25.5869,7.56019,259.328,259.239
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,6,223.237,5.29024,25.4254,7.57248,261.611,261.525
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,7,224.632,5.29028,25.5753,7.58886,263.173,263.087
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,8,222.103,5.29065,25.8215,7.56736,260.867,260.782
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,9,224.167,5.29537,25.7103,7.56941,262.831,262.742
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,10,224.192,5.29106,25.7297,7.54688,262.845,262.76
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,11,224.265,5.29029,25.8365,7.56634,263.044,262.958
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,12,220.794,5.29109,25.6806,7.56838,259.419,259.334
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,13,223.952,5.29214,25.6303,7.57453,262.537,262.449
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,14,224.647,5.29084,25.7131,7.57248,263.309,263.223
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,15,221.873,5.28992,25.4881,7.5735,260.312,260.225
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,16,221.985,5.29496,25.4718,7.57248,260.408,260.324
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,17,222.101,5.29031,25.5765,7.58579,260.635,260.553
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,18,223.567,5.29076,25.5693,7.58579,262.101,262.013
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,19,225.651,5.29111,25.6841,7.56326,264.273,264.189
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,20,224.105,5.2969,25.7291,7.5776,262.793,262.709
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,21,221.451,5.29385,25.6965,7.55917,260.088,260.001
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,22,223.511,5.29284,25.5816,7.56838,262.044,261.954
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,23,224.037,5.29197,25.4742,7.56838,262.455,262.372
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,24,223.891,5.29389,25.7096,7.552,262.533,262.447
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,25,223.857,5.29048,25.6189,7.58272,262.437,262.349
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,26,226.061,5.29217,25.7598,7.58067,264.778,264.693
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,27,223.714,5.29038,25.4008,7.56736,262.059,261.972
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,28,224.058,5.29091,25.4475,7.56429,262.447,262.361
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,512,29,221.902,5.29055,25.7734,7.5735,260.622,260.539
