dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,0,33.8412,589.577,2.3041,1.24922,627.176,626.971
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,1,32.1861,524.09,2.2108,0.892832,559.507,559.38
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,2,30.3825,607.077,2.14868,0.88672,637.616,640.495
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,3,31.9423,488.927,2.14076,0.880608,520.911,523.89
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,4,30.3202,477.888,2.122,0.877472,511.092,511.208
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,5,32.1392,472.752,2.25161,0.901024,508.192,508.044
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,6,30.5079,488.711,2.12871,0.88368,506.827,522.231
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,7,30.5952,496.538,2.15237,0.883648,518.84,530.17
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,8,32.0903,471.109,2.17176,0.8816,506.371,506.252
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,9,30.6187,474.279,2.14006,0.885664,506.295,507.924
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,10,30.2245,471.958,2.1136,0.888736,497.821,505.185
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,11,30.2764,494.589,2.14328,0.90208,508.895,527.911
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,12,32.3304,490.642,2.13646,0.885696,514.909,525.995
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,13,32.1531,484.824,2.18828,0.909248,505.716,520.075
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,14,32.3687,471.251,2.14326,0.879584,505.021,506.643
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,15,30.4996,467.308,2.12455,0.889824,500.626,500.822
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,16,31.9079,494.644,2.17291,0.881568,529.731,529.606
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,17,30.1584,498.323,2.1341,0.879616,520.134,531.495
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,18,32.156,485.529,2.15413,0.882624,520.846,520.721
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,19,30.4008,477.692,2.118,0.88672,507.463,511.097
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,20,32.1584,500.364,2.19335,0.883616,535.726,535.6
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,21,30.5176,476.862,2.14235,0.889824,505.688,510.411
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,22,30.0292,484.087,2.13106,0.882656,513.057,517.13
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,23,32.1729,467.544,2.14991,0.881632,502.879,502.749
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,24,30.5268,494.554,2.11786,0.879584,527.448,528.078
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,25,30.0763,483.947,2.14483,0.887712,514.54,517.055
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,26,30.2654,478.121,2.15722,0.884672,508.283,511.428
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,27,32.2661,480.467,2.14786,0.878528,505.022,515.76
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,28,32.1658,486.258,2.16262,0.884672,521.596,521.471
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",8,512,29,32.406,475.701,2.1381,0.878496,503.707,511.124
