dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,0,230.15,23.7918,8.86387,2.51597,270.748,265.321
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,1,226.769,17.679,8.54702,2.19648,260.354,255.192
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,2,227.909,17.6608,8.44761,2.4832,260.838,256.5
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,3,226.602,17.7657,8.47398,2.16064,259.746,255.003
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,4,228.039,17.6578,8.43533,2.18726,261.528,256.319
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,5,227.216,17.7623,8.42975,2.39002,260.966,255.798
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,6,227.839,17.7261,8.46753,2.49242,261.716,256.525
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,7,226.408,17.7355,8.45267,2.55386,259.215,255.15
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,8,228.635,17.7551,8.47385,2.55386,259.874,257.418
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,9,229.732,17.6982,8.44324,2.51187,262.019,258.386
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,10,226.771,17.687,8.46994,2.49242,260.598,255.42
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,11,227.4,17.7235,8.433,2.33267,261.084,255.89
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,12,228.218,17.7565,8.38749,2.55181,259.3,256.913
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,13,227.87,17.6895,8.47325,2.52314,260.262,256.556
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,14,230.521,17.7393,8.3633,2.49958,263.759,259.123
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,15,227.56,17.7155,8.48787,2.24461,259.756,256.008
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,16,226.915,17.6421,8.45729,2.47501,260.673,255.489
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,17,226.695,18.2601,8.43154,2.44941,260.844,255.837
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,18,226.534,17.7998,8.45044,2.51904,258.905,255.303
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,19,228.026,17.6873,8.39852,2.46067,259.732,256.572
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,20,225.402,17.8164,8.41863,2.50778,259.059,254.145
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,21,228.4,17.7641,8.46256,2.56819,261.082,257.195
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,22,229.845,17.7008,8.42196,2.50982,262.925,258.478
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,23,227.485,17.741,8.48333,2.49344,259.665,256.203
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,24,228.515,17.7667,8.41584,2.5344,261.601,257.232
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,25,227.379,17.8249,8.42612,2.48218,261.254,256.113
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,26,228.417,17.7368,8.42195,2.57638,261.065,257.152
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,27,228.948,17.7737,8.43088,2.48934,260.761,257.642
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,28,227.296,17.8277,8.48869,2.5344,260.56,256.147
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,29,228.071,17.6999,8.43611,2.51699,261.896,256.724
