dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,1.23782,362.746,2.84962,1.06186,367.783,367.895
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.613248,225.396,2.82298,0.648128,228.763,229.48
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.625472,234.402,2.81229,0.64816,237.768,238.488
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.61808,222.506,2.80481,0.644096,225.866,226.573
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.615008,230.463,2.81515,0.64096,233.824,234.534
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.622016,230.515,2.81932,0.648128,233.884,234.605
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.619616,230.274,2.8133,0.643072,233.655,234.35
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.618784,228.983,2.80886,0.647136,232.34,233.058
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.615264,222.838,2.80856,0.654304,226.909,226.916
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.62048,224.382,2.8101,0.642016,228.336,228.455
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.614048,222.678,2.80868,0.641024,226.619,226.742
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.62,226.487,2.79245,0.64304,230.478,230.543
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.608352,225.283,2.79822,0.641984,229.221,229.332
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.610176,223.367,2.80682,0.640992,227.307,227.425
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.606816,223.113,2.80006,0.639968,227.05,227.16
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.619456,224.395,2.80525,0.644064,228.348,228.464
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.619008,226.18,2.81136,0.64304,230.141,230.253
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.616928,221.784,2.82533,0.651232,225.771,225.877
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.620736,223.536,2.86919,0.651232,226.947,227.677
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.619168,226.031,2.79799,0.638912,229.97,230.087
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.620768,220.519,2.79933,0.64096,224.475,224.58
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.614528,222.939,2.80808,0.640992,226.891,227.003
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.599264,224.795,2.75941,0.723968,228.143,228.878
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.615296,218.639,2.79194,0.642016,221.988,222.688
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.619104,218.746,2.80292,0.643072,222.698,222.811
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.612064,219.224,2.8076,0.639968,223.163,223.284
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.63248,220.785,2.85759,0.66352,224.839,224.939
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.659168,221.127,2.82116,0.644096,224.527,225.251
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.6112,220.633,2.79351,0.64096,224.561,224.678
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.622784,219.309,2.79858,0.640992,223.252,223.371
