dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,0,86.7218,1083.39,6.73833,2.86922,1179.92,1179.72
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,1,84.7158,833.16,6.70162,2.26397,926.965,926.841
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,2,84.7972,819.562,6.69077,2.264,913.436,913.314
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,3,84.5001,822.651,6.76042,2.28554,916.355,916.197
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,4,84.761,830.563,6.70862,2.26099,924.417,924.294
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,5,84.568,822.924,6.67206,2.26195,910.662,916.426
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,6,84.8477,823.003,6.65426,2.26192,916.328,916.767
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,7,84.7967,821.743,6.70618,2.26202,915.626,915.508
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,8,85.5551,827.712,6.6993,2.26106,922.352,922.228
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,9,85.4268,821.447,6.66163,2.26096,913.647,915.796
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,10,85.5649,816.948,6.65651,2.264,911.381,911.434
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,11,84.7645,833.067,6.75236,2.29264,924.749,926.876
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,12,85.4548,813.475,6.66552,2.26198,907.37,907.857
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,13,84.6465,833.729,6.66487,2.26304,913.946,927.303
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,14,84.7617,823.605,6.69754,2.26096,917.448,917.325
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,15,85.498,821.691,6.69814,2.26198,916.277,916.149
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,16,85.0582,819.443,6.69529,2.25987,913.584,913.456
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,17,84.4415,828.254,6.65679,2.26499,917.799,921.617
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,18,84.617,823.204,6.68879,2.26093,916.891,916.771
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,19,84.6955,824.278,6.65034,2.26195,915.675,917.886
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,20,86.2983,821.429,6.69362,2.25994,916.806,916.681
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,21,85.0912,819.106,6.6965,2.26093,913.273,913.154
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,22,85.3742,828.651,6.66444,2.2599,917.743,922.949
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,23,84.9614,820.889,6.69272,2.26298,914.921,914.806
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,24,84.574,822.911,6.69627,2.26397,916.443,916.445
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,25,84.6345,821.435,6.75973,2.2753,915.236,915.105
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,26,85.6545,821.986,6.69365,2.25891,916.713,916.593
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,27,85.5774,820.939,6.69135,2.26195,915.6,915.47
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,28,84.7283,822.157,6.66812,2.25987,913.971,915.813
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,512,29,84.8772,819.694,6.71779,2.26195,913.682,913.551
