dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,0,1.40973,21.0329,4.85612,2.08794,29.1685,29.3867
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,1,0.88256,9.81603,4.83164,1.90464,17.5054,17.4349
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,2,0.888768,9.83252,4.81904,1.89235,17.4716,17.4327
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,3,0.881984,9.82796,4.84547,1.89952,17.4917,17.4549
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,4,0.885056,9.82405,4.81515,1.88928,17.4872,17.4135
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,5,0.883136,9.83281,4.82755,1.90874,17.5118,17.4522
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,6,0.8864,9.81847,4.83429,1.89645,17.4988,17.4356
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,7,0.88752,9.80805,4.79699,1.91078,17.469,17.4033
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,8,0.884352,9.82582,4.84599,1.8903,17.5044,17.4465
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,9,0.882752,9.80269,4.86676,1.89952,17.4688,17.4517
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,10,0.884544,9.82051,4.83965,1.90362,17.5153,17.4483
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,11,0.887328,9.86045,4.81554,1.90874,17.4762,17.4721
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,12,0.881344,9.80405,4.89502,1.90464,17.5224,17.4851
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,13,0.883648,9.82011,4.84389,1.90157,17.5205,17.4492
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,14,0.892256,9.83063,4.80115,1.8944,17.455,17.4184
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,15,0.882784,9.81528,4.85248,1.89338,17.5198,17.4439
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,16,0.888064,9.80167,4.83025,1.89133,17.4789,17.4113
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,17,0.8776,9.82215,4.87863,1.90771,17.5637,17.4861
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,18,0.888,9.80525,4.85244,1.89747,17.5034,17.4432
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,19,0.889056,9.80555,4.82959,1.90259,17.498,17.4268
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,20,0.88624,9.81055,4.87218,1.90566,17.5454,17.4746
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,21,0.884256,9.79223,4.83095,1.90362,17.4838,17.411
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,22,0.890304,9.82618,4.83494,1.90259,17.5025,17.454
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,23,0.8864,9.80767,4.81871,1.89235,17.4795,17.4051
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,24,0.883712,9.80128,4.82722,1.90362,17.4921,17.4158
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,25,0.888416,9.89394,5.35533,1.9159,17.558,18.0536
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,26,0.887008,9.79751,4.83066,1.90874,17.4488,17.4239
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,27,0.884288,10.6538,4.79775,1.91181,18.3375,18.2476
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,28,0.886272,9.80332,4.83836,1.90362,17.5085,17.4316
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,512,29,0.892096,9.81853,4.8221,1.90054,17.5049,17.4333
